image_stem,class_id,class_name,size_bin,area_ref_px2,touches_boundary,bbox_xywhn,best_prediction_class,best_prediction_confidence,best_prediction_iou
000012_025_00000313,2,animal,tiny,96.44414888908801,False,"[0.47526, 0.298148, 0.0161458, 0.0259259]",uav,0.0180109,0.213328539135908
shuming_342_00000275,0,person,tiny,53.44448168885759,False,"[0.35026, 0.673611, 0.00677083, 0.0342593]",person,0.0183266,0.2803073652194953
shuming_72_00000270,4,sign,tiny,29.333376,True,"[0.944271, 0.00509259, 0.0125, 0.0101852]",sign,0.0188866,0.12727551651782187
003980,0,person,tiny,53.666693332992004,False,"[0.776823, 0.356944, 0.0119792, 0.0194444]",person,0.0191799,0.2931299802100065
000186,4,sign,tiny,61.333442666496,False,"[0.164844, 0.796296, 0.0119792, 0.0222222]",sign,0.0193745,0.16421573688265012
000040,0,person,tiny,45.1112126222592,False,"[0.1375, 0.411574, 0.00729167, 0.0268519]",person,0.019375,0.2746959996119557
hehe_63_00000153,5,bicycle,tiny,226.6668,False,"[0.565625, 0.821296, 0.03125, 0.0314815]",car,0.019509,0.3052526069505579
hehe_290_000002_071_00000051,9,garbage can,tiny,25.777844622259202,True,"[0.00208333, 0.696759, 0.00416667, 0.0268519]",bicycle,0.0197228,0.152770881133106
shuming_746_00000017,0,person,tiny,77.333426666496,False,"[0.73099, 0.460185, 0.0151042, 0.0222222]",boat,0.0201388,0.6753066305958779
002663,0,person,tiny,53.777699555328,False,"[0.721354, 0.522222, 0.0114583, 0.0203704]",person,0.0202617,0.5728539495115326
003265,0,person,tiny,132.221943111168,False,"[0.336458, 0.420833, 0.0177083, 0.0324074]",person,0.0205547,0.8856588673143383
003515,0,person,tiny,67.44964884479998,False,"[0.604966, 0.429808, 0.013092, 0.022361]",animal,0.0207517,0.4883730114063278
001313,2,animal,tiny,163.55516444467196,False,"[0.146875, 0.3, 0.0239583, 0.0296296]",animal,0.0207553,0.6922242193540391
shuming_747_00000093,1,boat,tiny,81.66662533324799,False,"[0.739844, 0.379167, 0.0255208, 0.0138889]",boat,0.0210855,0.3749871839584859
002693,0,person,tiny,76.2223068444672,False,"[0.570833, 0.497685, 0.00729167, 0.0453704]",person,0.0217831,0.36341002716820836
003299,0,person,tiny,76.99982399999999,True,"[0.32526, 0.0106481, 0.0171875, 0.0194444]",person,0.0222547,0.9172602242131586
003958,0,person,tiny,32.11104008885759,False,"[0.446615, 0.170833, 0.00885417, 0.0157407]",person,0.022866,0.2570640787916456
hehe_290_000002_071_00000051,9,garbage can,tiny,58.000104,False,"[0.059375, 0.695833, 0.009375, 0.0268519]",car,0.0228888,0.28816352448258487
000013_056_00000071,2,animal,tiny,223.77827288908796,False,"[0.496875, 0.159722, 0.0197917, 0.0490741]",animal,0.022942,0.4879228301379642
003265,2,animal,tiny,29.333218666751996,False,"[0.565625, 0.425926, 0.0114583, 0.0111111]",animal,0.0231304,0.3805877968799509
hehe_61_00000090,5,bicycle,tiny,234.33361199999996,False,"[0.190365, 0.699537, 0.0296875, 0.0342593]",bicycle,0.0235056,0.7838844259597737
003980,0,person,tiny,35.55549724446719,False,"[0.408854, 0.243519, 0.00520833, 0.0296296]",person,0.0235715,0.35125931215177014
002709,0,person,tiny,92.00001599999999,False,"[0.109896, 0.675, 0.009375, 0.0425926]",person,0.0236673,0.5159634283595438
003090,0,person,tiny,135.999936,False,"[0.0578125, 0.406944, 0.0125, 0.0472222]",light,0.0237431,0.5898595190666376
000050,0,person,tiny,182.00034399974402,False,"[0.598437, 0.349537, 0.0135417, 0.0583333]",person,0.0239225,0.5662293162018375
002962,5,bicycle,tiny,161.11147955558397,False,"[0.314323, 0.551852, 0.0151042, 0.0462963]",bicycle,0.0249107,0.6131909663797235
000693,4,sign,tiny,255.99974399999996,False,"[0.358333, 0.477778, 0.0375, 0.0296296]",sign,0.0251142,0.7958248994085274
003265,2,animal,tiny,21.333303466675197,False,"[0.589063, 0.426852, 0.00833333, 0.0111111]",animal,0.0253496,0.33843928397393996
003980,0,person,tiny,56.333288266675204,False,"[0.290365, 0.21713, 0.00677083, 0.0361111]",person,0.025546,0.371158860068569
shuming_1076_00000257,2,animal,tiny,252.00000000000003,False,"[0.330208, 0.336111, 0.021875, 0.05]",animal,0.0256443,0.6891614890292829
shuming_342_00000275,0,person,tiny,147.333626666496,False,"[0.401563, 0.668981, 0.0135417, 0.0472222]",person,0.0264429,0.48991453151398917
002709,0,person,tiny,158.444864888832,False,"[0.0747396, 0.685185, 0.0119792, 0.0574074]",person,0.0266069,0.7261066505377569
002955,6,car,tiny,12.99998840000256,False,"[0.233594, 0.890278, 0.00677083, 0.00833333]",person,0.0266144,0.10423839800260486
000984,0,person,tiny,117.11093822208001,False,"[0.11901, 0.573148, 0.0161458, 0.0314815]",person,0.0268644,0.3919594263280392
hehe_223_000002_041_00000148,0,person,tiny,50.555519111116794,False,"[0.233073, 0.5625, 0.00677083, 0.0324074]",person,0.0278175,0.5123020810291281
001835,6,car,tiny,253.33332266649597,False,"[0.473958, 0.661111, 0.0395833, 0.0277778]",car,0.0284015,0.5135958612690525
002592,0,person,tiny,113.9999616,False,"[0.491406, 0.574074, 0.00989583, 0.05]",person,0.0288618,0.426117430745634
shuming_342_00000275,0,person,tiny,55.999969599974406,False,"[0.320313, 0.669444, 0.00729167, 0.0333333]",person,0.02931,0.6217340948781361
003299,2,animal,tiny,43.444452888576,False,"[0.107031, 0.0384259, 0.0119792, 0.0157407]",animal,0.0301867,0.5308496186196027
000693,4,sign,tiny,181.555361777664,False,"[0.398698, 0.558333, 0.0223958, 0.0351852]",sign,0.0313767,0.4520777099651868
001295,2,animal,tiny,177.66683999999998,False,"[0.699219, 0.5625, 0.0203125, 0.037963]",animal,0.0330371,0.7513412372653968
003958,0,person,tiny,57.77802488908799,False,"[0.413542, 0.171296, 0.0104167, 0.0240741]",bicycle,0.0331002,0.5486879943972723
003958,0,person,tiny,156.44409688857598,False,"[0.699479, 0.126852, 0.0114583, 0.0592593]",person,0.0337325,0.6970216602861004
shuming_340_00000020,0,person,tiny,46.222153244467194,False,"[0.0372396, 0.551852, 0.00677083, 0.0296296]",person,0.0340248,0.6903869987901763
000051,5,bicycle,tiny,160.000448000256,False,"[0.517708, 0.321759, 0.0166667, 0.0416667]",bicycle,0.0343829,0.41912792993628045
002517,8,light,tiny,216.66687733324798,True,"[0.21875, 0.981944, 0.0260417, 0.0361111]",light,0.0354507,0.714761029241414
hehe_290_000002_071_00000051,9,garbage can,tiny,62.222183111116806,False,"[0.028125, 0.698611, 0.00833333, 0.0324074]",garbage can,0.0359599,0.35851818150911335
003299,0,person,tiny,73.33326,True,"[0.363281, 0.0101852, 0.0171875, 0.0185185]",person,0.0362057,0.7761010343579426
shuming_747_00000093,8,light,tiny,97.9999887999744,False,"[0.736458, 0.271759, 0.00729167, 0.0583333]",light,0.0364142,0.5561798190389581
002598,0,person,tiny,88.00012799999999,False,"[0.267708, 0.710648, 0.0125, 0.0305556]",person,0.0365668,0.20044809574446995
003958,0,person,tiny,127.999872,False,"[0.189583, 0.172222, 0.0125, 0.0444444]",person,0.0374526,0.5339246904404727
003958,0,person,tiny,39.99996,False,"[0.491146, 0.136111, 0.009375, 0.0185185]",person,0.0378342,0.46228928164978106
shuming_340_00000020,0,person,tiny,80.0000319999744,False,"[0.655208, 0.501389, 0.00833333, 0.0416667]",person,0.0381362,0.7406365552758684
hehe_223_000002_041_00000148,8,light,tiny,102.66639733324799,False,"[0.303646, 0.514815, 0.0114583, 0.0388889]",light,0.0381886,0.6392051123468715
003265,2,animal,tiny,48.888697777919994,False,"[0.372396, 0.44537, 0.0114583, 0.0185185]",person,0.0386104,0.11513457837127498
shuming_342_00000275,0,person,tiny,58.33332,False,"[0.245573, 0.661574, 0.0078125, 0.0324074]",person,0.0395761,0.5141789687831801
003980,0,person,tiny,30.000059999999998,False,"[0.469531, 0.25463, 0.0078125, 0.0166667]",person,0.0396967,0.31335567045316876
000050,0,person,tiny,80.22222897776639,False,"[0.228906, 0.347222, 0.00989583, 0.0351852]",person,0.0397066,0.7526431346141116
003265,2,animal,tiny,36.666589333248,False,"[0.58125, 0.446759, 0.0114583, 0.0138889]",animal,0.040022,0.36313928339084584
shuming_340_00000020,0,person,tiny,92.55565084446718,False,"[0.598177, 0.524537, 0.00885417, 0.0453704]",person,0.0401979,0.43015572508655525
001295,2,animal,tiny,80.000064,False,"[0.407292, 0.536111, 0.0125, 0.0277778]",animal,0.0404867,0.6593251640991622
002709,0,person,tiny,158.444864888832,False,"[0.0903646, 0.678704, 0.0119792, 0.0574074]",person,0.0410967,0.4598625201345488
hehe_223_000002_041_00000148,8,light,tiny,114.88850577792,False,"[0.296875, 0.51713, 0.0114583, 0.0435185]",light,0.041602,0.427105793527389
003873,0,person,tiny,135.77805422208002,False,"[0.820313, 0.30787, 0.0135417, 0.0435185]",person,0.0416283,0.5382245318997072
003958,0,person,tiny,58.66643733350399,False,"[0.432813, 0.169444, 0.0114583, 0.0222222]",person,0.0420293,0.4914386421038185
003974,0,person,tiny,79.99992,False,"[0.134896, 0.315741, 0.009375, 0.037037]",person,0.0425768,0.6271841678049549
shuming_340_00000020,0,person,tiny,31.999968,False,"[0.665625, 0.484259, 0.00625, 0.0222222]",person,0.0433306,0.3216970221754167
shuming_340_00000020,0,person,tiny,75.777547555584,False,"[0.675, 0.484722, 0.0114583, 0.0287037]",person,0.0433306,0.15291058919498385
000040,0,person,tiny,32.2222593777408,False,"[0.932292, 0.255093, 0.00520833, 0.0268519]",bicycle,0.0438232,0.23165900288049912
000040,0,person,tiny,40.4443840889088,False,"[0.939323, 0.255556, 0.00677083, 0.0259259]",bicycle,0.0438232,0.29077122061231736
shuming_340_00000020,0,person,tiny,74.66665813332479,False,"[0.624479, 0.532407, 0.00833333, 0.0388889]",person,0.0439549,0.4651084660258462
003265,0,person,tiny,224.55512577792,False,"[0.810156, 0.409722, 0.0223958, 0.0435185]",boat,0.0452124,0.8242940173347957
003974,0,person,tiny,85.55528711116798,False,"[0.856771, 0.469907, 0.0114583, 0.0324074]",person,0.0474793,0.4496017164337332
003958,0,person,tiny,46.44449102223359,False,"[0.814844, 0.118519, 0.00572917, 0.0351852]",person,0.0487943,0.43621060564779507
003958,0,person,tiny,80.0000319999744,False,"[0.819792, 0.11713, 0.00833333, 0.0416667]",person,0.0487943,0.4927770285797123
001306,0,person,tiny,93.33319466649598,False,"[0.607813, 0.434259, 0.0145833, 0.0277778]",person,0.0488528,0.6218496170274916
002709,0,person,tiny,135.33332399999998,False,"[0.12526, 0.676852, 0.0109375, 0.0537037]",person,0.0490423,0.37690704829481464
002457,0,person,tiny,90.0,False,"[0.514583, 0.555093, 0.015625, 0.025]",car,0.0503361,0.30087913511468034
003958,0,person,tiny,121.33321199999997,False,"[0.834635, 0.110185, 0.0109375, 0.0481481]",person,0.0504003,0.613631929688989
shuming_862_00000056,8,light,tiny,61.999995999743994,False,"[0.271615, 0.0388889, 0.0161458, 0.0166667]",animal,0.0524048,0.0
002709,0,person,tiny,104.44473422207997,False,"[0.0666667, 0.68287, 0.0104167, 0.0435185]",person,0.0527102,0.3871452902865654
hehe_274_000002_060_00000105,0,person,tiny,44.000063999999995,False,"[0.336979, 0.215278, 0.00625, 0.0305556]",person,0.0536581,0.3476712646247078
002955,5,bicycle,tiny,124.66624533350398,False,"[0.128125, 0.890278, 0.0114583, 0.0472222]",bicycle,0.0538153,0.4555756678512571
000050,5,bicycle,tiny,117.11093822208001,False,"[0.791406, 0.322222, 0.0161458, 0.0314815]",person,0.054691,0.45707856669445723
003958,0,person,tiny,60.000048,False,"[0.673437, 0.12963, 0.009375, 0.0277778]",person,0.0547877,0.28261619236483376
001313,2,animal,tiny,139.77768088857596,False,"[0.204688, 0.323611, 0.0177083, 0.0342593]",animal,0.05507,0.48843723015594337
shuming_340_00000020,0,person,tiny,53.33328,False,"[0.135677, 0.538889, 0.0078125, 0.0296296]",person,0.0550915,0.5772515521403269
hehe_223_000002_041_00000148,0,person,tiny,148.22257511116797,False,"[0.185677, 0.574074, 0.0151042, 0.0425926]",person,0.0560612,0.6798949641845508
hehe_290_000002_071_00000051,9,garbage can,tiny,99.00014399999999,False,"[0.0174479, 0.700463, 0.0140625, 0.0305556]",garbage can,0.0564379,0.5290560228264614
003265,0,person,tiny,106.77754355558397,False,"[0.292969, 0.422685, 0.0161458, 0.0287037]",person,0.0588077,0.6932556302185041
003958,0,person,tiny,194.66668800000002,False,"[0.797396, 0.115278, 0.0125, 0.0675926]",person,0.0611518,0.6306191618826703
003980,0,person,tiny,81.7777592888832,False,"[0.258854, 0.209259, 0.00833333, 0.0425926]",person,0.061958,0.5056819981788315
001295,2,animal,tiny,216.999428000256,False,"[0.496615, 0.591204, 0.0161458, 0.0583333]",animal,0.0638936,0.47078935177512177
shuming_410_00000037,0,person,tiny,125.22265244467201,False,"[0.0658854, 0.584722, 0.0119792, 0.0453704]",bicycle,0.064403,0.4407144862171124
003958,3,seat,tiny,77.777438222592,False,"[0.181771, 0.199537, 0.0145833, 0.0231481]",person,0.0651034,0.5268002940006338
shuming_342_00000275,0,person,tiny,70.000056,False,"[0.524219, 0.662963, 0.0109375, 0.0277778]",person,0.0651332,0.1342127947891315
shuming_683_00000020,8,light,tiny,238.44490622207994,False,"[0.189844, 0.475926, 0.0151042, 0.0685185]",light,0.0658005,0.6613680951354509
002457,4,sign,tiny,103.11150222259201,False,"[0.830208, 0.572685, 0.0166667, 0.0268519]",sign,0.0667327,0.7938241621012502
002457,5,bicycle,tiny,171.11057422233597,False,"[0.54375, 0.589815, 0.0114583, 0.0648148]",bicycle,0.0670424,0.5102897996907706
shuming_460_00000016,0,person,tiny,100.00040000025598,False,"[0.844271, 0.556944, 0.0104167, 0.0416667]",person,0.0678753,0.7210518660916627
000040,0,person,tiny,171.11063288908798,False,"[0.20625, 0.405093, 0.0145833, 0.0509259]",person,0.0679478,0.49760629086396785
001313,2,animal,tiny,125.666905333248,False,"[0.185677, 0.297685, 0.0151042, 0.0361111]",animal,0.0682804,0.6915708496305422
003739,2,animal,tiny,109.55586177791999,False,"[0.60651, 0.115741, 0.0151042, 0.0314815]",animal,0.069121,0.6992467782085859
shuming_683_00000020,8,light,tiny,243.33336,False,"[0.724479, 0.278241, 0.015625, 0.0675926]",light,0.0702694,0.8326235570607372
001313,2,animal,tiny,135.333576,False,"[0.254167, 0.321759, 0.021875, 0.0268519]",animal,0.0727328,0.6106250166739748
hehe_232_000002_043_00000181,0,person,tiny,121.00011440002558,False,"[0.199219, 0.719907, 0.00572917, 0.0916667]",person,0.0727492,0.30519454780498695
000050,0,person,tiny,92.00016399974402,False,"[0.25651, 0.34537, 0.0119792, 0.0333333]",person,0.0754488,0.7461509672807105
002592,0,person,tiny,84.44475022233598,False,"[0.527604, 0.571296, 0.0104167, 0.0351852]",person,0.0768026,0.49136847779775494
000040,0,person,tiny,108.88930844467195,False,"[0.460417, 0.385648, 0.0104167, 0.0453704]",bicycle,0.0788349,0.6001171735305515
003974,0,person,tiny,76.666941333504,False,"[0.783594, 0.447222, 0.0119792, 0.0277778]",person,0.0788854,0.5431145124546063
shuming_342_00000275,0,person,tiny,79.99992,False,"[0.564583, 0.680556, 0.009375, 0.037037]",person,0.0794391,0.3962314549303777
000040,0,person,tiny,131.99961599999997,False,"[0.500521, 0.387037, 0.0114583, 0.05]",person,0.0799785,0.657078269454997
shuming_340_00000020,0,person,tiny,122.00003999999998,False,"[0.633854, 0.543056, 0.009375, 0.0564815]",person,0.0806941,0.5260780372337702
000050,0,person,tiny,177.77744488857596,False,"[0.61224, 0.35, 0.0130208, 0.0592593]",bicycle,0.0813865,0.646364031273957
shuming_747_00000093,1,boat,tiny,173.33357866675195,False,"[0.652083, 0.378241, 0.0541667, 0.0138889]",person,0.0814944,0.3272417781810235
003996,0,person,tiny,67.66666133299199,False,"[0.67474, 0.360648, 0.0151042, 0.0194444]",person,0.0822076,0.4029257587801395
003980,0,person,tiny,74.666592,False,"[0.713802, 0.334259, 0.0109375, 0.0296296]",person,0.08319,0.7558721622612079
003958,0,person,tiny,75.555508444416,False,"[0.807031, 0.12037, 0.00885417, 0.037037]",person,0.0834003,0.7390982625292212
shuming_342_00000275,0,person,tiny,59.99994000000001,False,"[0.540365, 0.682407, 0.0078125, 0.0333333]",person,0.0839131,0.5137725469664378
shuming_340_00000020,0,person,tiny,57.777691555584,False,"[0.61901, 0.523148, 0.00677083, 0.037037]",person,0.0857126,0.5689882550823535
002592,0,person,tiny,54.888929511091206,False,"[0.391406, 0.584259, 0.00989583, 0.0240741]",person,0.0868456,0.47484682254610217
003265,2,animal,tiny,35.8887839111424,False,"[0.534115, 0.419907, 0.00989583, 0.0157407]",animal,0.0898049,0.5325150368677647
shuming_342_00000275,0,person,tiny,91.11149155583998,False,"[0.379687, 0.671759, 0.0104167, 0.037963]",person,0.090112,0.5790229428116438
003958,0,person,tiny,97.1110952888832,False,"[0.85599, 0.112037, 0.00989583, 0.0425926]",person,0.0916355,0.5467052357400898
003265,0,person,tiny,253.221979110912,False,"[0.363802, 0.484722, 0.0223958, 0.0490741]",person,0.0923706,0.6576321762094687
001139,4,sign,tiny,167.999832,False,"[0.930729, 0.534259, 0.028125, 0.0259259]",light,0.0926341,0.22354726696798488
002962,5,bicycle,tiny,163.333678666752,False,"[0.301823, 0.54537, 0.0182292, 0.0388889]",person,0.0932653,0.49533434650582886
002709,0,person,tiny,205.333524,False,"[0.0976563, 0.675, 0.0171875, 0.0518519]",person,0.0943364,0.6844725607752855
001313,2,animal,tiny,130.00010399999996,False,"[0.158594, 0.309259, 0.0203125, 0.0277778]",animal,0.0945666,0.8332917520416382
000051,0,person,tiny,93.33365866675197,False,"[0.95, 0.14537, 0.0104167, 0.0388889]",person,0.0945913,0.2055977435380053
003980,0,person,tiny,32.6666069332992,False,"[0.438542, 0.240278, 0.00729167, 0.0194444]",person,0.0964088,0.16900430790810392
003996,0,person,tiny,90.0,False,"[0.622917, 0.375463, 0.015625, 0.025]",person,0.0989839,0.5888790919353053
000040,0,person,tiny,165.33331199999998,False,"[0.470833, 0.386111, 0.0125, 0.0574074]",bicycle,0.099456,0.6025475717293138
shuming_340_00000020,0,person,tiny,43.55553191109121,False,"[0.263542, 0.536111, 0.00729167, 0.0259259]",person,0.100844,0.5837878450418773
shuming_1028_00000411,4,sign,tiny,117.333216,False,"[0.301042, 0.263889, 0.0125, 0.0407407]",sign,0.101966,0.34610122472783206
000738,4,sign,tiny,133.333226666496,False,"[0.817187, 0.122222, 0.0208333, 0.0277778]",sign,0.102718,0.7122304820828331
000050,0,person,tiny,161.33283466675198,False,"[0.4125, 0.35, 0.0114583, 0.0611111]",person,0.104242,0.7563112105566334
003873,0,person,tiny,83.11091822207999,False,"[0.808854, 0.309259, 0.0114583, 0.0314815]",person,0.105429,0.6851635635785926
shuming_340_00000020,0,person,tiny,93.99995999999999,False,"[0.554688, 0.520833, 0.009375, 0.0435185]",person,0.106831,0.5377845215250511
003421,6,car,tiny,70.36855511040001,False,"[0.372224, 0.322203, 0.018989, 0.016084]",car,0.109126,0.21709985730943382
000004_018_00000341,0,person,tiny,52.888944177792,False,"[0.619792, 0.133333, 0.00729167, 0.0314815]",person,0.110521,0.4372999638211567
001313,2,animal,tiny,102.00005999999999,False,"[0.222135, 0.29537, 0.0140625, 0.0314815]",animal,0.11109,0.7617613574572643
000050,0,person,tiny,90.66658773335038,False,"[0.311458, 0.327315, 0.00833333, 0.0472222]",person,0.112441,0.20227017064473996
hehe_61_00000090,9,garbage can,tiny,49.99989599999999,False,"[0.328646, 0.676389, 0.009375, 0.0231481]",car,0.114097,0.3409655272437886
hehe_61_00000090,9,garbage can,tiny,33.333264,False,"[0.336458, 0.678241, 0.00625, 0.0231481]",car,0.114097,0.2273103514958577
002592,0,person,tiny,251.99985599999997,False,"[0.408333, 0.602315, 0.01875, 0.0583333]",person,0.115846,0.6025841782291088
003873,0,person,tiny,31.999967999999996,False,"[0.741146, 0.266667, 0.009375, 0.0148148]",person,0.116231,0.091761307310655
003958,0,person,tiny,104.44473422207997,False,"[0.273438, 0.181019, 0.0104167, 0.0435185]",person,0.117514,0.6739404839813464
shuming_747_00000093,0,person,tiny,63.99993599999999,False,"[0.734375, 0.360185, 0.009375, 0.0296296]",person,0.117636,0.41092182761870394
shuming_340_00000020,0,person,tiny,83.11105928885759,False,"[0.589844, 0.52037, 0.00885417, 0.0407407]",person,0.118159,0.4240793099234004
003980,0,person,tiny,125.22265244467201,False,"[0.914844, 0.384722, 0.0119792, 0.0453704]",person,0.119199,0.8059493501958033
000004_018_00000341,0,person,tiny,73.33367466700798,False,"[0.538021, 0.125463, 0.0104167, 0.0305556]",person,0.120905,0.552130590778712
003455,2,animal,tiny,94.72882728959998,False,"[0.577644, 0.402456, 0.018552, 0.022162]",animal,0.121679,0.5197477471409226
002663,0,person,tiny,161.000028,False,"[0.29974, 0.535648, 0.0109375, 0.0638889]",person,0.122619,0.47915777621836975
003996,0,person,tiny,155.555271111168,False,"[0.392188, 0.345833, 0.0208333, 0.0324074]",person,0.123166,0.640430956589032
002912,0,person,tiny,196.33301066649597,False,"[0.860677, 0.330093, 0.0161458, 0.0527778]",person,0.124087,0.6026072973314981
001313,2,animal,tiny,164.33362799999998,False,"[0.277865, 0.306019, 0.0265625, 0.0268519]",animal,0.126171,0.516620272801934
001295,2,animal,tiny,89.555467110912,False,"[0.66276, 0.482407, 0.0161458, 0.0240741]",animal,0.127807,0.6665971655254117
shuming_1074_00000208,2,animal,tiny,223.77827288908796,False,"[0.483854, 0.243981, 0.0197917, 0.0490741]",animal,0.128145,0.6888068799708739
000051,0,person,tiny,86.555610844416,False,"[0.892969, 0.156944, 0.00989583, 0.037963]",person,0.128322,0.6424079341506359
shuming_340_00000020,0,person,tiny,75.555508444416,False,"[0.496615, 0.518519, 0.00885417, 0.037037]",person,0.129853,0.41987581532812285
003980,0,person,tiny,61.2223113777408,False,"[0.629427, 0.313426, 0.00989583, 0.0268519]",person,0.129996,0.6695202463734838
hehe_178_000002_025_00000079,6,car,tiny,84.333348,False,"[0.572135, 0.486574, 0.0171875, 0.0212963]",person,0.131032,0.5348053513267483
002693,0,person,tiny,78.1111776888576,False,"[0.84401, 0.49213, 0.00989583, 0.0342593]",person,0.132138,0.6847431877265242
shuming_747_00000093,8,light,tiny,130.000032,False,"[0.814583, 0.283796, 0.009375, 0.0601852]",light,0.132428,0.8101033281868925
shuming_985_00000020,0,person,tiny,98.22252177792002,False,"[0.471354, 0.363889, 0.0135417, 0.0314815]",person,0.136585,0.6297930200406905
002912,0,person,tiny,93.33365866675197,False,"[0.8625, 0.285185, 0.0104167, 0.0388889]",person,0.138226,0.2959525323526322
002709,0,person,tiny,29.333376,False,"[0.0833333, 0.67037, 0.00625, 0.0203704]",person,0.138612,0.17993599996261928
003996,0,person,tiny,230.222037777408,True,"[0.00963542, 0.477778, 0.0192708, 0.0518519]",person,0.138668,0.6972037222277907
003958,0,person,tiny,93.33365866675197,False,"[0.898438, 0.107407, 0.0104167, 0.0388889]",person,0.139108,0.3525393390831069
000190,9,garbage can,tiny,161.333172,False,"[0.595573, 0.636111, 0.0171875, 0.0407407]",person,0.142227,0.7516508007885557
003974,0,person,tiny,91.11149155583998,False,"[0.45625, 0.374537, 0.0104167, 0.037963]",person,0.142359,0.4473570975497402
000013_056_00000281,2,animal,tiny,164.667141333504,False,"[0.721354, 0.3375, 0.0135417, 0.0527778]",animal,0.143848,0.46072911957335455
003873,0,person,tiny,69.66674453329918,False,"[0.763802, 0.288426, 0.00989583, 0.0305556]",person,0.144197,0.38716168897656233
003739,2,animal,tiny,168.777539555328,False,"[0.700781, 0.0467593, 0.0161458, 0.0453704]",animal,0.144705,0.6022377545074323
002725,4,sign,tiny,201.444227555328,False,"[0.340365, 0.53287, 0.0192708, 0.0453704]",sign,0.14546,0.7281077644764999
shuming_340_00000020,0,person,tiny,130.666788,False,"[0.572656, 0.537037, 0.0109375, 0.0518519]",person,0.146657,0.30019228759812466
000051,5,bicycle,tiny,177.222523110912,False,"[0.73724, 0.278241, 0.0151042, 0.0509259]",bicycle,0.148334,0.8226484640414672
001313,2,animal,tiny,222.22228444416,False,"[0.240104, 0.283333, 0.0260417, 0.037037]",animal,0.148599,0.4815469040753765
000005_032_00000205,0,person,tiny,117.999936,False,"[0.844792, 0.493056, 0.009375, 0.0546296]",bicycle,0.14872,0.5272762564135313
003980,0,person,tiny,176.22271377791998,False,"[0.221875, 0.194907, 0.0135417, 0.0564815]",person,0.149482,0.5891637887618957
002663,0,person,tiny,107.6667525333504,False,"[0.536198, 0.518981, 0.00885417, 0.0527778]",person,0.149849,0.5687585243946208
shuming_1018_00000294,2,animal,tiny,245.44467422207998,False,"[0.67526, 0.599537, 0.0244792, 0.0435185]",animal,0.149976,0.4422037003714042
shuming_340_00000020,0,person,tiny,66.1111208888832,False,"[0.477344, 0.518981, 0.00885417, 0.0324074]",person,0.150455,0.4820307115464322
shuming_503_00000052,6,car,tiny,197.77772222207994,False,"[0.591927, 0.368519, 0.0463542, 0.0185185]",car,0.152236,0.6293987215061868
shuming_340_00000020,0,person,tiny,36.666696533299195,False,"[0.607292, 0.518981, 0.00520833, 0.0305556]",person,0.154033,0.27931936440240324
001112,4,sign,tiny,241.111520888832,False,"[0.254948, 0.217593, 0.0182292, 0.0574074]",sign,0.155613,0.728415419964142
000693,0,person,tiny,66.444700889088,False,"[0.601823, 0.556481, 0.0119792, 0.0240741]",car,0.156474,0.7841255741995568
hehe_274_000002_060_00000105,0,person,tiny,114.88850577792,False,"[0.289583, 0.208796, 0.0114583, 0.0435185]",bicycle,0.157675,0.6416307103053114
003980,0,person,tiny,49.77770808890881,False,"[0.580208, 0.286111, 0.00833333, 0.0259259]",person,0.159611,0.4823393749211959
003958,0,person,tiny,188.99989199999996,False,"[0.166927, 0.186574, 0.0140625, 0.0583333]",person,0.159802,0.7019566256788343
002132,4,sign,tiny,169.44406622207995,True,"[0.00755208, 0.54213, 0.0130208, 0.0564815]",garbage can,0.160972,0.7693928120910956
shuming_342_00000275,0,person,tiny,113.33364266649598,False,"[0.632292, 0.6875, 0.0104167, 0.0472222]",person,0.165376,0.5679339942529283
003974,0,person,tiny,52.888944177792,False,"[0.20625, 0.332407, 0.00729167, 0.0314815]",person,0.169835,0.4770658811555673
shuming_747_00000093,1,boat,tiny,130.00010399999996,False,"[0.894271, 0.399537, 0.040625, 0.0138889]",boat,0.17079,0.5790900254929373
003980,0,person,tiny,39.111152355532795,False,"[0.789063, 0.361111, 0.00833333, 0.0203704]",person,0.170971,0.3845490882094583
003958,0,person,tiny,138.000024,False,"[0.513802, 0.155556, 0.0140625, 0.0425926]",person,0.171328,0.5014871778057842
003421,6,car,tiny,57.049183872,False,"[0.41366, 0.331706, 0.014715, 0.016827]",car,0.17139,0.5323886284161611
003974,0,person,tiny,43.333380000000005,False,"[0.391406, 0.368519, 0.0078125, 0.0240741]",person,0.172313,0.34273131991845845
shuming_340_00000020,0,person,tiny,78.33330000000001,False,"[0.722135, 0.4875, 0.0078125, 0.0435185]",person,0.172597,0.2415900544308539
003980,0,person,tiny,46.222153244467194,False,"[0.191406, 0.192593, 0.00677083, 0.0296296]",person,0.173635,0.431124554003579
003980,0,person,tiny,47.99995200000001,False,"[0.197396, 0.184259, 0.009375, 0.0222222]",person,0.173635,0.3215518045661468
003159,2,animal,tiny,123.99962000025602,False,"[0.532031, 0.409259, 0.0161458, 0.0333333]",animal,0.175622,0.6755077218975629
000004_018_00000341,4,sign,tiny,65.333268,False,"[0.233594, 0.150926, 0.0109375, 0.0259259]",person,0.177632,0.7091232418074498
