pair_type,stem_a,stem_b,frame_gap,grayscale_correlation,dhash_hamming,split_relation
numeric_adjacent,00000367,000369,2,0.3777516484260559,25,both_train
numeric_adjacent,000369,00000371,2,0.34910112619400024,29,both_train
numeric_adjacent,00000371,00000373,2,0.9990358352661133,1,both_train
numeric_adjacent,00000373,000374,1,-0.6741023063659668,34,cross_split
numeric_adjacent,000374,00000376,2,-0.6731817722320557,34,both_val
numeric_adjacent,00000376,000377,1,-0.44185298681259155,39,cross_split
numeric_adjacent,000377,000379,2,0.7245744466781616,31,cross_split
numeric_adjacent,000379,000380,1,0.8779429197311401,32,cross_split
numeric_adjacent,000380,00000394,14,-0.5614874362945557,31,cross_split
numeric_adjacent,00000394,000395,1,-0.826401948928833,32,cross_split
numeric_adjacent,000395,00000396,1,-0.8265619277954102,34,cross_split
numeric_adjacent,00000396,00000399,3,0.9987128973007202,2,cross_split
numeric_adjacent,00000399,00000401,2,0.9992411136627197,3,both_train
numeric_adjacent,00000401,000404,3,-0.08841289579868317,34,both_train
numeric_adjacent,000404,000406,2,0.3472878336906433,25,both_train
numeric_adjacent,000406,00000410,4,-0.30144402384757996,33,both_train
numeric_adjacent,00000410,00000414,4,0.9996002912521362,1,both_train
numeric_adjacent,00000414,00000415,1,0.9995318651199341,2,both_train
numeric_adjacent,00000415,000415,0,-0.510489821434021,32,both_train
numeric_adjacent,000415,00000417,2,-0.509742796421051,30,both_train
numeric_adjacent,00000417,000418,1,-0.12210370600223541,37,both_train
numeric_adjacent,000418,00000419,1,-0.19092245399951935,31,both_train
numeric_adjacent,00000419,000422,3,0.6567944884300232,34,both_train
numeric_adjacent,000422,00000423,1,0.6533447504043579,35,both_train
numeric_adjacent,00000423,00000426,3,0.9855868816375732,4,both_train
numeric_adjacent,00000426,000426,0,0.5101230144500732,33,both_train
numeric_adjacent,000426,000428,2,0.010881341993808746,44,both_train
numeric_adjacent,000428,000429,1,0.1389361470937729,40,both_train
numeric_adjacent,000429,00000433,4,0.04241067171096802,34,both_train
numeric_adjacent,00000433,000433,0,-0.45617449283599854,32,both_train
numeric_adjacent,000433,00000435,2,-0.45827704668045044,33,both_train
numeric_adjacent,00000435,000437,2,-0.4608343839645386,31,both_train
numeric_adjacent,000437,00000440,3,-0.4504912495613098,34,both_train
numeric_adjacent,00000440,00000446,6,0.9820119142532349,4,cross_split
numeric_adjacent,00000446,00000447,1,0.9993491172790527,1,cross_split
numeric_adjacent,00000447,000452,5,0.2516966760158539,29,both_train
numeric_adjacent,000452,000456,4,0.18480747938156128,30,cross_split
numeric_adjacent,000456,000458,2,-0.014144131913781166,38,cross_split
numeric_adjacent,000458,00000460,2,0.26104652881622314,35,cross_split
numeric_adjacent,00000460,000461,1,0.16332688927650452,34,cross_split
numeric_adjacent,000461,00000462,1,0.16227376461029053,38,cross_split
numeric_adjacent,00000462,000463,1,-0.14758533239364624,28,cross_split
numeric_adjacent,000463,000464,1,0.2087700068950653,33,both_train
numeric_adjacent,000464,00000467,3,-0.08393300324678421,34,cross_split
numeric_adjacent,00000467,00000480,13,0.9956818222999573,7,cross_split
numeric_adjacent,00000480,00000481,1,0.9977298974990845,0,both_train
numeric_adjacent,00000481,000481,0,-0.14427703619003296,29,both_train
numeric_adjacent,000481,000484,3,0.6957393884658813,15,both_train
numeric_adjacent,000484,00000485,1,-0.34495770931243896,33,both_train
numeric_adjacent,00000485,000487,2,-0.29270994663238525,38,cross_split
numeric_adjacent,000487,00000488,1,-0.30821266770362854,37,both_val
numeric_adjacent,00000488,00000490,2,0.9969599843025208,5,cross_split
numeric_adjacent,00000490,000492,2,-0.017819685861468315,32,both_train
numeric_adjacent,000492,000493,1,0.7289125919342041,26,cross_split
numeric_adjacent,000493,000495,2,0.8775484561920166,6,cross_split
numeric_adjacent,000495,00000497,2,0.04545050859451294,30,cross_split
numeric_adjacent,00000497,000498,1,0.3657228946685791,36,cross_split
numeric_adjacent,000498,00000499,1,0.366388738155365,35,cross_split
numeric_adjacent,00000499,000500,1,-0.05405782535672188,32,cross_split
numeric_adjacent,000500,00000501,1,-0.040131643414497375,33,both_train
numeric_adjacent,00000501,00000506,5,0.9959440231323242,4,both_train
numeric_adjacent,00000506,00000508,2,0.9986773729324341,2,both_train
numeric_adjacent,00000508,000508,0,-0.5445978045463562,34,both_train
numeric_adjacent,000508,000509,1,0.31464219093322754,31,both_train
numeric_adjacent,000509,00000510,1,-0.4876236021518707,34,both_train
numeric_adjacent,00000510,00000512,2,0.9984890222549438,2,both_train
numeric_adjacent,00000512,00000515,3,0.9981825351715088,2,cross_split
numeric_adjacent,00000515,00000519,4,0.4758020043373108,27,both_val
numeric_adjacent,00000519,000519,0,0.632679283618927,38,cross_split
numeric_adjacent,000519,000520,1,0.8929580450057983,26,cross_split
numeric_adjacent,000520,000522,2,0.20421992242336273,38,cross_split
numeric_adjacent,000522,00000524,2,-0.15502820909023285,43,cross_split
numeric_adjacent,00000524,000524,0,0.0634491890668869,40,cross_split
numeric_adjacent,000524,000525,1,0.5107408761978149,26,both_train
numeric_adjacent,000525,00000526,1,-0.12321581691503525,31,both_train
numeric_adjacent,00000526,00000529,3,0.9958685636520386,2,cross_split
numeric_adjacent,00000529,00000535,6,0.9958984851837158,3,both_val
numeric_adjacent,00000535,000542,7,-0.45079877972602844,21,cross_split
numeric_adjacent,000542,000543,1,0.6282072067260742,24,both_train
numeric_adjacent,000543,000545,2,0.6385942697525024,18,both_train
numeric_adjacent,000545,000546,1,0.8091185092926025,10,both_train
numeric_adjacent,000546,000548,2,0.519832968711853,21,both_train
numeric_adjacent,000548,000553,5,0.35370421409606934,31,both_train
numeric_adjacent,000553,00000554,1,-0.5361844301223755,35,both_train
numeric_adjacent,00000554,000554,0,-0.5063858032226562,34,both_train
numeric_adjacent,000554,00000556,2,-0.5081873536109924,34,both_train
numeric_adjacent,00000556,00000560,4,0.9997365474700928,1,both_train
numeric_adjacent,00000560,000561,1,-0.7400869131088257,40,cross_split
numeric_adjacent,000561,000567,6,0.7450798749923706,20,both_val
numeric_adjacent,000567,00000572,5,-0.4859907627105713,33,cross_split
numeric_adjacent,00000572,000575,3,0.4529469609260559,29,cross_split
numeric_adjacent,000575,00000576,1,0.4497532844543457,29,both_val
numeric_adjacent,00000576,00000577,1,0.9998523592948914,0,cross_split
numeric_adjacent,00000577,000578,1,0.41005939245224,27,both_train
numeric_adjacent,000578,00000579,1,0.41083356738090515,30,both_train
numeric_adjacent,00000579,000580,1,-0.030287887901067734,34,both_train
numeric_adjacent,000580,000581,1,-0.08356750011444092,31,both_train
numeric_adjacent,000581,000583,2,0.3947069048881531,33,both_train
numeric_adjacent,000583,00000585,2,-0.6282373666763306,32,cross_split
numeric_adjacent,00000585,00000586,1,0.9987500309944153,2,cross_split
numeric_adjacent,00000586,000586,0,-0.7435027360916138,36,both_train
numeric_adjacent,000586,00000592,6,-0.7445821166038513,37,cross_split
numeric_adjacent,00000592,00000597,5,0.999765932559967,1,cross_split
numeric_adjacent,00000597,000597,0,-0.6762208938598633,37,both_train
numeric_adjacent,000597,00000599,2,-0.6754773855209351,38,both_train
numeric_adjacent,00000599,000599,0,-0.4831429421901703,31,cross_split
numeric_adjacent,000599,000602,3,-0.2912670969963074,33,cross_split
numeric_adjacent,000602,000605,3,0.11383222043514252,29,both_train
numeric_adjacent,000605,00000609,4,-0.1305946409702301,30,both_train
numeric_adjacent,00000609,000610,1,0.038366518914699554,28,both_train
numeric_adjacent,000610,00000615,5,0.03862985968589783,29,both_train
numeric_adjacent,00000615,000615,0,0.18310484290122986,33,both_train
numeric_adjacent,000615,00000618,3,0.18334166705608368,30,both_train
numeric_adjacent,00000618,00000620,2,0.9998619556427002,4,both_train
numeric_adjacent,00000620,00000622,2,0.9996962547302246,1,cross_split
numeric_adjacent,00000622,00000629,7,0.9996011257171631,1,both_val
numeric_adjacent,00000629,000630,1,-0.501430869102478,46,cross_split
numeric_adjacent,000630,00000634,4,-0.499845415353775,45,cross_split
numeric_adjacent,00000634,000635,1,-0.8440823554992676,30,cross_split
numeric_adjacent,000635,000637,2,0.7482413053512573,28,both_train
numeric_adjacent,000637,00000638,1,-0.7713687419891357,31,both_train
numeric_adjacent,00000638,00000640,2,0.9997517466545105,3,both_train
numeric_adjacent,00000640,00000642,2,0.9997623562812805,1,both_train
numeric_adjacent,00000642,000642,0,0.5174411535263062,28,both_train
numeric_adjacent,000642,00000643,1,0.5170413851737976,29,both_train
numeric_adjacent,00000643,000644,1,0.4537898600101471,35,both_train
numeric_adjacent,000644,000647,3,0.25915607810020447,37,cross_split
numeric_adjacent,000647,00000649,2,0.49481260776519775,34,both_val
numeric_adjacent,00000649,00000652,3,0.9998102188110352,1,cross_split
numeric_adjacent,00000652,000656,4,0.5878394842147827,25,both_train
numeric_adjacent,000656,00000658,2,0.5873265862464905,28,both_train
numeric_adjacent,00000658,000660,2,0.5232377052307129,31,both_train
numeric_adjacent,000660,000666,6,0.3529568016529083,36,both_train
numeric_adjacent,000666,000680,14,0.002529280260205269,30,cross_split
numeric_adjacent,000680,00000682,2,0.2848357558250427,32,cross_split
numeric_adjacent,00000682,000690,8,0.061949096620082855,29,cross_split
numeric_adjacent,000690,000693,3,0.38144487142562866,21,cross_split
numeric_adjacent,000693,000696,3,0.2247258871793747,36,both_train
numeric_adjacent,000696,000702,6,0.25148433446884155,22,both_train
numeric_adjacent,000702,000707,5,0.1384645402431488,23,both_train
numeric_adjacent,000707,000708,1,0.7378760576248169,10,cross_split
numeric_adjacent,000708,000711,3,0.10355913639068604,34,cross_split
numeric_adjacent,000711,000724,13,0.8103617429733276,27,both_train
numeric_adjacent,000724,000733,9,-0.3573988378047943,28,cross_split
numeric_adjacent,000733,000735,2,0.7292871475219727,20,both_val
numeric_adjacent,000735,000738,3,0.8699102997779846,25,cross_split
numeric_adjacent,000738,000739,1,0.8901584148406982,14,cross_split
numeric_adjacent,000739,000744,5,-0.4714868664741516,28,cross_split
numeric_adjacent,000744,000745,1,0.7768219709396362,19,both_train
numeric_adjacent,000745,000750,5,0.795015811920166,23,both_train
numeric_adjacent,000750,000752,2,-0.5907486081123352,33,both_train
numeric_adjacent,000752,000755,3,0.8684179782867432,20,both_train
numeric_adjacent,000755,000756,1,0.8363727331161499,22,cross_split
numeric_adjacent,000756,000758,2,0.825616180896759,24,cross_split
numeric_adjacent,000758,000759,1,0.7045992016792297,30,both_train
numeric_adjacent,000759,000761,2,0.44536519050598145,31,both_train
numeric_adjacent,000761,000764,3,0.6606435179710388,23,both_train
numeric_adjacent,000764,000766,2,0.38559964299201965,31,both_train
numeric_adjacent,000766,000779,13,0.23293599486351013,36,cross_split
numeric_adjacent,000779,000780,1,0.6364510655403137,25,cross_split
numeric_adjacent,000780,000782,2,0.0926651582121849,37,cross_split
numeric_adjacent,000782,000783,1,0.6450448632240295,25,both_val
numeric_adjacent,000783,000788,5,0.8868946433067322,11,both_val
numeric_adjacent,000788,000790,2,0.7867295742034912,20,cross_split
numeric_adjacent,000790,000794,4,-0.1457696408033371,32,both_train
numeric_adjacent,000794,000795,1,0.2874298095703125,32,both_train
numeric_adjacent,000795,000803,8,0.05425521731376648,37,cross_split
numeric_adjacent,000803,000808,5,0.2899949252605438,23,cross_split
numeric_adjacent,000808,000809,1,0.4941260814666748,19,both_train
numeric_adjacent,000809,000812,3,-0.10404892265796661,27,both_train
numeric_adjacent,000812,000813,1,0.703079342842102,11,both_train
numeric_adjacent,000813,000820,7,0.5100191831588745,17,both_train
numeric_adjacent,000820,000834,14,0.06662995368242264,30,both_train
numeric_adjacent,000834,000836,2,0.5498504042625427,29,both_train
numeric_adjacent,000836,000849,13,0.27131399512290955,34,both_train
numeric_adjacent,000849,000850,1,0.783595085144043,20,both_train
numeric_adjacent,000850,000863,13,0.15387918055057526,36,both_train
numeric_adjacent,000863,000868,5,0.4275251626968384,27,both_train
numeric_adjacent,000868,000872,4,0.42494040727615356,32,cross_split
numeric_adjacent,000872,000877,5,0.5336959362030029,30,cross_split
numeric_adjacent,000877,000879,2,0.5548601150512695,40,cross_split
numeric_adjacent,000879,000883,4,0.413308709859848,34,cross_split
numeric_adjacent,000883,000889,6,0.48991918563842773,26,cross_split
numeric_adjacent,000889,000892,3,-0.4100900888442993,32,cross_split
numeric_adjacent,000892,000900,8,0.6855250597000122,32,cross_split
numeric_adjacent,000900,000914,14,0.46606630086898804,28,cross_split
numeric_adjacent,000914,000917,3,0.6469672918319702,33,both_train
numeric_adjacent,000917,000919,2,0.8723728656768799,17,both_train
numeric_adjacent,000919,000920,1,0.8388828635215759,21,both_train
numeric_adjacent,000920,000924,4,-0.11406815052032471,33,both_train
numeric_adjacent,000924,000926,2,0.7705783843994141,13,both_train
numeric_adjacent,000926,000943,17,-0.29189974069595337,34,both_train
numeric_adjacent,000943,000944,1,0.28565096855163574,31,both_train
numeric_adjacent,000944,000946,2,0.3679608106613159,29,both_train
numeric_adjacent,000946,000952,6,0.15742485225200653,41,both_train
numeric_adjacent,000952,000953,1,0.19048209488391876,35,both_train
numeric_adjacent,000953,000955,2,0.05974133312702179,29,both_train
numeric_adjacent,000955,000957,2,0.3683803975582123,32,both_train
numeric_adjacent,000957,000958,1,0.6746419668197632,24,both_train
numeric_adjacent,000958,000962,4,0.29190593957901,25,both_train
numeric_adjacent,000962,000976,14,-0.38968732953071594,31,both_train
numeric_adjacent,000976,000982,6,0.07010135799646378,30,both_train
numeric_adjacent,000982,000984,2,0.5831573009490967,26,both_train
numeric_adjacent,000984,000987,3,0.6195870637893677,25,both_train
numeric_adjacent,000987,001015,28,-0.0039947060868144035,41,both_train
numeric_adjacent,001015,001029,14,-0.0738636702299118,34,both_train
numeric_adjacent,001029,001033,4,-0.09701976180076599,25,both_train
numeric_adjacent,001033,001035,2,0.817752480506897,11,both_train
numeric_adjacent,001035,001038,3,0.5781201124191284,35,cross_split
numeric_adjacent,001038,001039,1,0.6416552662849426,33,cross_split
numeric_adjacent,001039,001045,6,-0.024579137563705444,33,both_train
numeric_adjacent,001045,001047,2,0.626154899597168,16,both_train
numeric_adjacent,001047,001056,9,-0.07314430177211761,32,both_train
numeric_adjacent,001056,001063,7,-0.0764126107096672,32,both_train
numeric_adjacent,001063,001065,2,0.6810794472694397,16,both_train
numeric_adjacent,001065,001069,4,0.6387726068496704,20,cross_split
numeric_adjacent,001069,001072,3,0.03466188535094261,33,cross_split
numeric_adjacent,001072,001075,3,0.2917358875274658,28,both_train
numeric_adjacent,001075,001077,2,0.5758457183837891,25,both_train
numeric_adjacent,001077,001098,21,0.32874205708503723,27,both_train
numeric_adjacent,001098,001103,5,0.2906373143196106,29,both_train
numeric_adjacent,001103,001105,2,0.40416914224624634,23,both_train
numeric_adjacent,001105,001110,5,0.572985827922821,17,cross_split
numeric_adjacent,001110,001112,2,-0.17035725712776184,26,cross_split
numeric_adjacent,001112,001114,2,0.5992331504821777,28,both_train
numeric_adjacent,001114,001119,5,-0.003051609732210636,31,both_train
numeric_adjacent,001119,001120,1,0.6337509155273438,22,both_train
numeric_adjacent,001120,001122,2,0.022191379219293594,26,both_train
numeric_adjacent,001122,001123,1,0.3972879648208618,23,both_train
numeric_adjacent,001123,001128,5,0.5432982444763184,19,both_train
numeric_adjacent,001128,001131,3,0.19379395246505737,32,both_train
numeric_adjacent,001131,001135,4,0.8046177625656128,16,both_train
numeric_adjacent,001135,001138,3,0.8177090287208557,12,cross_split
numeric_adjacent,001138,001139,1,0.855622410774231,4,cross_split
numeric_adjacent,001139,001142,3,0.0739765539765358,32,cross_split
numeric_adjacent,001142,001144,2,0.7212103605270386,24,cross_split
numeric_adjacent,001144,001145,1,0.5848243236541748,20,both_train
numeric_adjacent,001145,001148,3,0.5938928127288818,22,both_train
numeric_adjacent,001148,001151,3,0.1486990749835968,28,both_train
numeric_adjacent,001151,001156,5,0.15982237458229065,31,both_train
numeric_adjacent,001156,001157,1,0.6225870847702026,9,both_train
numeric_adjacent,001157,001164,7,0.17734017968177795,32,both_train
numeric_adjacent,001164,001168,4,0.28753629326820374,36,both_train
numeric_adjacent,001168,001172,4,0.05516330152750015,26,both_train
numeric_adjacent,001172,001173,1,0.6879895925521851,28,cross_split
numeric_adjacent,001173,001179,6,0.7665798664093018,26,cross_split
numeric_adjacent,001179,001189,10,0.6659832000732422,33,both_train
numeric_adjacent,001189,001199,10,0.03516482561826706,35,cross_split
numeric_adjacent,001199,001202,3,0.028256457298994064,40,both_val
numeric_adjacent,001202,001206,4,0.972963273525238,3,cross_split
numeric_adjacent,001206,001210,4,0.9703146815299988,3,cross_split
numeric_adjacent,001210,001211,1,0.03661347180604935,38,both_val
numeric_adjacent,001211,001216,5,0.5748120546340942,15,both_val
numeric_adjacent,001216,001224,8,0.7488731145858765,3,both_val
numeric_adjacent,001224,001225,1,0.9332340359687805,2,cross_split
numeric_adjacent,001225,001227,2,0.9233014583587646,2,both_train
numeric_adjacent,001227,001229,2,0.9215710163116455,2,both_train
numeric_adjacent,001229,001240,11,0.8701300621032715,10,both_train
numeric_adjacent,001240,001249,9,0.7034652233123779,16,cross_split
numeric_adjacent,001249,001252,3,0.7137715816497803,9,cross_split
numeric_adjacent,001252,001257,5,0.7360320091247559,4,cross_split
numeric_adjacent,001257,001260,3,0.9615444540977478,3,both_val
numeric_adjacent,001260,001265,5,0.009372884407639503,37,cross_split
numeric_adjacent,001265,001270,5,0.9172652363777161,7,cross_split
numeric_adjacent,001270,001273,3,0.8389943242073059,5,both_val
numeric_adjacent,001273,001275,2,0.7310343980789185,15,both_val
numeric_adjacent,001275,001276,1,0.9254757165908813,5,both_val
numeric_adjacent,001276,001278,2,0.9000041484832764,7,cross_split
numeric_adjacent,001278,001279,1,0.7995318174362183,17,cross_split
numeric_adjacent,001279,001281,2,0.7269418835639954,10,cross_split
numeric_adjacent,001281,001291,10,0.05808107182383537,26,both_train
numeric_adjacent,001291,001294,3,0.7106326818466187,35,both_train
numeric_adjacent,001294,001295,1,0.704033374786377,35,both_train
numeric_adjacent,001295,001300,5,0.6579021215438843,16,both_train
numeric_adjacent,001300,001305,5,0.2742123007774353,41,cross_split
numeric_adjacent,001305,001306,1,0.47918960452079773,33,cross_split
numeric_adjacent,001306,001313,7,0.16846007108688354,25,both_train
numeric_adjacent,001313,001318,5,0.520532488822937,31,both_train
numeric_adjacent,001318,001324,6,-0.026074087247252464,36,both_train
numeric_adjacent,001324,001326,2,0.501396656036377,32,both_train
numeric_adjacent,001326,001329,3,0.8519594669342041,9,both_train
numeric_adjacent,001329,001330,1,0.664257287979126,18,both_train
numeric_adjacent,001330,001332,2,0.17075882852077484,26,both_train
numeric_adjacent,001332,001335,3,0.20356884598731995,25,cross_split
numeric_adjacent,001335,001340,5,0.06313863396644592,33,both_val
numeric_adjacent,001340,001341,1,0.44130784273147583,25,cross_split
numeric_adjacent,001341,001345,4,0.47039833664894104,37,both_train
numeric_adjacent,001345,001346,1,0.4177958369255066,36,both_train
numeric_adjacent,001346,001351,5,-0.004178938921540976,30,both_train
numeric_adjacent,001351,001353,2,0.3096572756767273,25,both_train
numeric_adjacent,001353,001356,3,0.35340216755867004,24,both_train
numeric_adjacent,001356,001359,3,0.4034440815448761,21,both_train
numeric_adjacent,001359,001362,3,0.5051317811012268,17,both_train
numeric_adjacent,001362,001364,2,0.19163548946380615,29,both_train
numeric_adjacent,001364,001367,3,-0.24263647198677063,39,both_train
numeric_adjacent,001367,001368,1,0.11559757590293884,32,both_train
numeric_adjacent,001368,001372,4,-0.049479931592941284,33,both_train
numeric_adjacent,001372,001373,1,0.507117748260498,26,both_train
numeric_adjacent,001373,001379,6,0.18841496109962463,35,cross_split
numeric_adjacent,001379,001387,8,0.1713501513004303,35,cross_split
numeric_adjacent,001387,001388,1,0.18883147835731506,32,both_train
numeric_adjacent,001388,001395,7,0.27200233936309814,42,both_train
numeric_adjacent,001395,001400,5,0.4180538058280945,29,both_train
numeric_adjacent,001400,001401,1,-0.04152115434408188,32,cross_split
numeric_adjacent,001401,001407,6,0.04328153282403946,36,cross_split
numeric_adjacent,001407,001409,2,0.013871540315449238,33,both_train
numeric_adjacent,001409,001411,2,0.034733328968286514,36,both_train
numeric_adjacent,001411,001415,4,0.5681994557380676,29,both_train
numeric_adjacent,001415,001417,2,0.6165553331375122,18,both_train
numeric_adjacent,001417,001419,2,0.5549603700637817,30,both_train
numeric_adjacent,001419,001431,12,0.04003448039293289,33,both_train
numeric_adjacent,001431,001438,7,-0.09153420478105545,23,cross_split
numeric_adjacent,001438,001443,5,-0.02799845300614834,37,cross_split
numeric_adjacent,001443,001453,10,-0.00396387092769146,33,both_train
numeric_adjacent,001453,001458,5,0.948723316192627,7,both_train
numeric_adjacent,001458,001459,1,0.9617763757705688,2,both_train
numeric_adjacent,001459,001461,2,0.8619636297225952,9,both_train
numeric_adjacent,001461,001466,5,0.9311462640762329,3,both_train
numeric_adjacent,001466,001470,4,0.9526565074920654,3,both_train
numeric_adjacent,001470,001486,16,0.8379566669464111,6,cross_split
numeric_adjacent,001486,001488,2,0.9363970756530762,2,cross_split
numeric_adjacent,001488,001496,8,-0.03197013959288597,32,both_train
numeric_adjacent,001496,001499,3,0.1572943776845932,30,both_train
numeric_adjacent,001499,001507,8,-0.039553724229335785,31,both_train
numeric_adjacent,001507,001508,1,0.44564321637153625,25,both_train
numeric_adjacent,001508,001510,2,-0.18401062488555908,34,both_train
numeric_adjacent,001510,001512,2,0.009516426362097263,31,both_train
numeric_adjacent,001512,001521,9,0.2630368769168854,37,both_train
numeric_adjacent,001521,001529,8,0.2653784155845642,30,both_train
numeric_adjacent,001529,001531,2,0.28510069847106934,34,cross_split
numeric_adjacent,001531,001542,11,0.13938069343566895,33,cross_split
numeric_adjacent,001542,001543,1,0.40045827627182007,39,cross_split
numeric_adjacent,001543,001548,5,0.34170204401016235,30,cross_split
numeric_adjacent,001548,001555,7,0.5115479230880737,37,both_train
numeric_adjacent,001555,001558,3,0.6190283298492432,25,both_train
numeric_adjacent,001558,001567,9,0.717208743095398,27,both_train
numeric_adjacent,001567,001569,2,0.7613913416862488,34,both_train
numeric_adjacent,001569,001577,8,0.6349842548370361,34,cross_split
numeric_adjacent,001577,001578,1,0.7077462673187256,30,cross_split
numeric_adjacent,001578,001582,4,0.36385592818260193,28,both_train
numeric_adjacent,001582,001589,7,0.4910808205604553,31,both_train
numeric_adjacent,001589,001593,4,0.08888165652751923,32,both_train
numeric_adjacent,001593,001602,9,0.495755136013031,35,both_train
numeric_adjacent,001602,001604,2,0.8895428776741028,20,cross_split
numeric_adjacent,001604,001610,6,0.6400474309921265,25,cross_split
numeric_adjacent,001610,001612,2,0.39417678117752075,35,both_train
numeric_adjacent,001612,001613,1,0.8760331869125366,18,both_train
numeric_adjacent,001613,001616,3,0.5474870800971985,28,both_train
numeric_adjacent,001616,001621,5,0.5639569163322449,31,both_train
numeric_adjacent,001621,001623,2,0.6569797396659851,31,both_train
numeric_adjacent,001623,001624,1,0.6477292776107788,29,both_train
numeric_adjacent,001624,001628,4,0.1695193350315094,39,both_train
numeric_adjacent,001628,001629,1,0.3643910884857178,30,both_train
numeric_adjacent,001629,001631,2,-0.5733524560928345,34,both_train
numeric_adjacent,001631,001632,1,0.9353892207145691,8,both_train
numeric_adjacent,001632,001634,2,0.8857115507125854,24,both_train
numeric_adjacent,001634,001640,6,0.827750563621521,34,both_train
numeric_adjacent,001640,001642,2,-0.03447291627526283,40,both_train
numeric_adjacent,001642,001643,1,0.9850744009017944,1,cross_split
numeric_adjacent,001643,001651,8,0.025141926482319832,42,cross_split
numeric_adjacent,001651,001655,4,0.9124115109443665,4,cross_split
numeric_adjacent,001655,001667,12,0.9288506507873535,1,cross_split
numeric_adjacent,001667,001674,7,0.6921771764755249,13,both_train
numeric_adjacent,001674,001677,3,0.8437197208404541,7,both_train
numeric_adjacent,001677,001678,1,0.8165184855461121,5,both_train
numeric_adjacent,001678,001683,5,0.6261741518974304,12,both_train
numeric_adjacent,001683,001685,2,0.901922345161438,7,both_train
numeric_adjacent,001685,001686,1,0.43703514337539673,14,both_train
numeric_adjacent,001686,001694,8,0.5614674091339111,12,both_train
numeric_adjacent,001694,001701,7,0.5740984678268433,9,cross_split
numeric_adjacent,001701,001702,1,0.9922254681587219,1,cross_split
numeric_adjacent,001702,001704,2,0.9764469861984253,0,both_train
numeric_adjacent,001704,001705,1,0.982923686504364,0,both_train
numeric_adjacent,001705,001707,2,0.9858402013778687,1,both_train
numeric_adjacent,001707,001710,3,0.9843515157699585,1,both_train
numeric_adjacent,001710,001712,2,0.6326709389686584,10,cross_split
numeric_adjacent,001712,001715,3,0.9640170335769653,1,cross_split
numeric_adjacent,001715,001716,1,0.9768384695053101,2,cross_split
numeric_adjacent,001716,001720,4,0.964535653591156,5,cross_split
numeric_adjacent,001720,001721,1,0.6671149730682373,9,both_train
numeric_adjacent,001721,001724,3,0.9347614049911499,2,both_train
numeric_adjacent,001724,001726,2,0.8175649642944336,1,both_train
numeric_adjacent,001726,001728,2,0.9111402034759521,2,both_train
numeric_adjacent,001728,001737,9,0.6183699369430542,11,both_train
numeric_adjacent,001737,001742,5,-0.11932472884654999,34,cross_split
numeric_adjacent,001742,001743,1,0.7979016304016113,10,cross_split
numeric_adjacent,001743,001748,5,0.6607808470726013,10,both_train
numeric_adjacent,001748,001753,5,0.7585362195968628,2,both_train
numeric_adjacent,001753,001759,6,0.8553018569946289,4,both_train
numeric_adjacent,001759,001763,4,0.7641184329986572,17,both_train
numeric_adjacent,001763,001764,1,0.8938921689987183,3,both_train
numeric_adjacent,001764,001767,3,0.943223774433136,6,both_train
numeric_adjacent,001767,001774,7,0.9200037717819214,8,both_train
numeric_adjacent,001774,001775,1,0.9300174713134766,5,both_train
numeric_adjacent,001775,001782,7,-0.19033870100975037,36,both_train
numeric_adjacent,001782,001783,1,0.7026360630989075,23,both_train
numeric_adjacent,001783,001785,2,0.05802682042121887,23,cross_split
numeric_adjacent,001785,001786,1,0.4976844787597656,28,cross_split
numeric_adjacent,001786,001789,3,0.3793630003929138,37,cross_split
numeric_adjacent,001789,001795,6,-0.12347416579723358,27,cross_split
numeric_adjacent,001795,001798,3,0.6003394722938538,27,both_train
numeric_adjacent,001798,001800,2,0.4632481336593628,38,both_train
numeric_adjacent,001800,001803,3,0.08823025226593018,31,both_train
numeric_adjacent,001803,001813,10,0.7182264924049377,11,both_train
numeric_adjacent,001813,001827,14,-0.05683203786611557,39,both_train
numeric_adjacent,001827,001829,2,0.5767632722854614,20,both_train
numeric_adjacent,001829,001833,4,0.6009848117828369,17,both_train
numeric_adjacent,001833,001835,2,0.8417590856552124,6,both_train
numeric_adjacent,001835,001841,6,0.7234609127044678,8,cross_split
numeric_adjacent,001841,001851,10,0.6718794703483582,10,cross_split
numeric_adjacent,001851,001854,3,0.881208062171936,7,both_train
numeric_adjacent,001854,001857,3,0.9055835008621216,2,both_train
numeric_adjacent,001857,001859,2,0.8567919731140137,1,both_train
numeric_adjacent,001859,001862,3,0.7453913688659668,8,cross_split
numeric_adjacent,001862,001865,3,0.6658982634544373,11,cross_split
numeric_adjacent,001865,001873,8,0.7723653316497803,6,both_train
numeric_adjacent,001873,001879,6,0.7717657089233398,5,both_train
numeric_adjacent,001879,001881,2,0.5817534923553467,8,both_train
numeric_adjacent,001881,001884,3,0.20458659529685974,20,both_train
numeric_adjacent,001884,001886,2,0.2599292993545532,20,cross_split
numeric_adjacent,001886,001891,5,0.7699075937271118,6,cross_split
numeric_adjacent,001891,001892,1,0.22127586603164673,17,both_train
numeric_adjacent,001892,001897,5,0.29155534505844116,19,both_train
numeric_adjacent,001897,001898,1,0.6886464357376099,14,both_train
numeric_adjacent,001898,001902,4,0.6854866743087769,15,cross_split
