stem,group_id,group_type,group_size,split
000023_001_00000082,G0393,filename_prefix,3,train
000023_001_00000325,G0393,filename_prefix,3,train
000023_002_00000001,G0394,filename_prefix,3,train
000023_002_00000072,G0394,filename_prefix,3,train
000023_002_00000285,G0394,filename_prefix,3,train
000023_003_00000341,G0395,singleton,1,train
000023_005_00000070,G0396,filename_prefix,2,val
000023_005_00000139,G0396,filename_prefix,2,val
000023_008_00000068,G0397,filename_prefix,3,val
000023_008_00000202,G0397,filename_prefix,3,val
000023_008_00000269,G0397,filename_prefix,3,val
000023_009_00000217,G0398,singleton,1,val
000023_012_00000085,G0399,filename_prefix,2,train
000023_012_00000169,G0399,filename_prefix,2,train
000027,G0400,singleton,1,train
000029,G0401,singleton,1,train
000031,G0402,singleton,1,train
000032,G0403,singleton,1,train
000032_003_00000001,G0404,filename_prefix,3,train
000032_003_00000066,G0404,filename_prefix,3,train
000032_003_00000131,G0404,filename_prefix,3,train
000032_027_00000013,G0405,filename_prefix,2,train
000032_027_00000037,G0405,filename_prefix,2,train
000032_028_00000009,G0406,filename_prefix,2,val
000032_028_00000017,G0406,filename_prefix,2,val
000032_029_00000001,G0407,singleton,1,train
000034,G0408,singleton,1,train
000037,G0409,singleton,1,train
000040,G0410,singleton,1,val
000042,G0411,singleton,1,train
000043,G0412,singleton,1,train
000045,G0413,singleton,1,train
000050,G0414,singleton,1,val
000051,G0415,singleton,1,val
000056,G0416,singleton,1,train
000066,G0417,singleton,1,train
000070,G0418,singleton,1,train
000078,G0419,singleton,1,train
000081,G0420,singleton,1,train
000097,G0421,singleton,1,train
000105,G0422,singleton,1,train
000109,G0423,singleton,1,val
000114,G0424,singleton,1,train
000116,G0425,singleton,1,train
000127,G0426,singleton,1,train
000130,G0427,singleton,1,train
000140,G0428,singleton,1,train
000146,G0429,singleton,1,train
000152,G0430,singleton,1,train
000157,G0431,singleton,1,train
000162,G0432,singleton,1,train
000173,G0433,singleton,1,train
000181,G0434,singleton,1,train
000182,G0435,singleton,1,val
000186,G0436,singleton,1,val
000190,G0437,singleton,1,val
000195,G0438,singleton,1,train
000203,G0439,singleton,1,val
000206,G0440,singleton,1,train
000224,G0441,singleton,1,val
000234,G0442,singleton,1,train
000235,G0443,singleton,1,val
000239,G0444,singleton,1,train
000242,G0445,singleton,1,train
000259,G0446,singleton,1,train
000261,G0447,singleton,1,train
000266,G0448,singleton,1,train
000279,G0449,singleton,1,train
000281,G0450,singleton,1,train
000282,G0451,singleton,1,val
000284,G0452,singleton,1,train
000289,G0453,singleton,1,train
000295,G0454,singleton,1,train
000300,G0455,singleton,1,train
000301,G0456,singleton,1,train
000303,G0457,singleton,1,val
000305,G0458,singleton,1,train
000309,G0459,singleton,1,train
000311,G0460,singleton,1,train
000313,G0461,singleton,1,train
000323,G0462,singleton,1,val
000328,G0463,singleton,1,train
000329,G0464,singleton,1,train
000333,G0465,singleton,1,train
000336,G0466,singleton,1,val
000339,G0467,singleton,1,train
000345,G0468,singleton,1,train
000347,G0469,singleton,1,train
000348,G0470,singleton,1,train
000350,G0471,singleton,1,val
000353,G0472,singleton,1,train
000355,G0473,singleton,1,train
000358,G0474,singleton,1,train
000363,G0475,singleton,1,train
000366,G0476,singleton,1,train
000369,G0477,singleton,1,train
000374,G0478,singleton,1,train
000377,G0479,singleton,1,train
000379,G0480,singleton,1,train
000380,G0481,singleton,1,val
000395,G0482,singleton,1,train
000404,G0483,singleton,1,val
000406,G0484,singleton,1,train
000415,G0485,singleton,1,train
000418,G0486,singleton,1,val
000422,G0487,singleton,1,train
000426,G0488,singleton,1,train
000428,G0489,singleton,1,train
000429,G0490,singleton,1,val
000433,G0491,singleton,1,train
000437,G0492,singleton,1,train
000452,G0493,singleton,1,train
000456,G0494,singleton,1,train
000458,G0495,singleton,1,train
000461,G0496,singleton,1,train
000463,G0497,singleton,1,val
000464,G0498,singleton,1,train
000481,G0499,singleton,1,train
000484,G0500,singleton,1,train
000487,G0501,singleton,1,train
000492,G0502,singleton,1,train
000493,G0503,singleton,1,train
000495,G0504,singleton,1,val
000498,G0505,singleton,1,train
000500,G0506,singleton,1,train
000508,G0507,singleton,1,val
000509,G0508,singleton,1,train
000519,G0509,singleton,1,train
000520,G0510,singleton,1,train
000522,G0511,singleton,1,train
000524,G0512,singleton,1,val
000525,G0513,singleton,1,val
000542,G0514,singleton,1,train
000543,G0515,singleton,1,train
000545,G0516,singleton,1,train
000546,G0517,singleton,1,val
000548,G0518,singleton,1,train
000553,G0519,singleton,1,train
000554,G0520,singleton,1,val
000561,G0521,singleton,1,train
000567,G0522,singleton,1,train
000575,G0523,singleton,1,val
000578,G0524,singleton,1,train
000580,G0525,singleton,1,train
000581,G0526,singleton,1,train
000583,G0527,singleton,1,train
000586,G0528,singleton,1,train
000597,G0529,singleton,1,train
000599,G0530,singleton,1,train
000602,G0531,singleton,1,train
000605,G0532,singleton,1,train
000610,G0533,singleton,1,train
000615,G0534,singleton,1,train
000630,G0535,singleton,1,train
000635,G0536,singleton,1,train
000637,G0537,singleton,1,train
000642,G0538,singleton,1,train
000644,G0539,singleton,1,train
000647,G0540,singleton,1,train
000656,G0541,singleton,1,train
000660,G0542,singleton,1,train
000666,G0543,singleton,1,train
000680,G0544,singleton,1,train
000690,G0545,singleton,1,train
000693,G0546,singleton,1,val
000696,G0547,singleton,1,train
000702,G0548,singleton,1,train
000707,G0549,singleton,1,train
000708,G0550,singleton,1,train
000711,G0551,singleton,1,train
000724,G0552,singleton,1,train
000733,G0553,singleton,1,train
000735,G0554,singleton,1,train
000738,G0555,singleton,1,val
000739,G0556,singleton,1,train
000744,G0557,singleton,1,train
000745,G0558,singleton,1,train
000750,G0559,singleton,1,train
000752,G0560,singleton,1,train
000755,G0561,singleton,1,train
000756,G0562,singleton,1,train
000758,G0563,singleton,1,train
000759,G0564,singleton,1,train
000761,G0565,singleton,1,train
000764,G0566,singleton,1,train
000766,G0567,singleton,1,train
000779,G0568,singleton,1,val
000780,G0569,singleton,1,val
000782,G0570,singleton,1,train
000783,G0571,singleton,1,train
000788,G0572,singleton,1,val
000790,G0573,singleton,1,train
000794,G0574,singleton,1,val
000795,G0575,singleton,1,val
000803,G0576,singleton,1,train
000808,G0577,singleton,1,train
000809,G0578,singleton,1,train
000812,G0579,singleton,1,train
000813,G0580,singleton,1,train
000820,G0581,singleton,1,train
000834,G0582,singleton,1,val
000836,G0583,singleton,1,train
000849,G0584,singleton,1,train
000850,G0585,singleton,1,train
000863,G0586,singleton,1,train
000868,G0587,singleton,1,train
000872,G0588,singleton,1,val
000877,G0589,singleton,1,train
000879,G0590,singleton,1,train
000883,G0591,singleton,1,train
000889,G0592,singleton,1,train
000892,G0593,singleton,1,train
000900,G0594,singleton,1,train
000914,G0595,singleton,1,train
000917,G0596,singleton,1,val
000919,G0597,singleton,1,train
000920,G0598,singleton,1,train
000924,G0599,singleton,1,train
000926,G0600,singleton,1,val
000943,G0601,singleton,1,train
000944,G0602,singleton,1,train
000946,G0603,singleton,1,val
000952,G0604,singleton,1,val
000953,G0605,singleton,1,train
000955,G0606,singleton,1,train
000957,G0607,singleton,1,train
000958,G0608,singleton,1,train
000962,G0609,singleton,1,val
000976,G0610,singleton,1,val
000982,G0611,singleton,1,train
000984,G0612,singleton,1,val
000987,G0613,singleton,1,train
001015,G0614,singleton,1,val
001029,G0615,singleton,1,train
001033,G0616,singleton,1,train
001035,G0617,singleton,1,train
001038,G0618,singleton,1,train
001039,G0619,singleton,1,val
001045,G0620,singleton,1,train
001047,G0621,singleton,1,train
001056,G0622,singleton,1,train
001063,G0623,singleton,1,train
001065,G0624,singleton,1,train
001069,G0625,singleton,1,train
001072,G0626,singleton,1,train
001075,G0627,singleton,1,train
001077,G0628,singleton,1,train
001098,G0629,singleton,1,train
001103,G0630,singleton,1,val
001105,G0631,singleton,1,train
001110,G0632,singleton,1,train
001112,G0633,singleton,1,val
001114,G0634,singleton,1,train
001119,G0635,singleton,1,val
001120,G0636,singleton,1,train
001122,G0637,singleton,1,train
001123,G0638,singleton,1,train
001128,G0639,singleton,1,train
001131,G0640,singleton,1,train
001135,G0641,singleton,1,train
001138,G0642,numeric_visual_sequence,2,val
001139,G0642,numeric_visual_sequence,2,val
001142,G0643,singleton,1,train
001144,G0644,singleton,1,val
001145,G0645,singleton,1,train
001148,G0646,singleton,1,train
001151,G0647,singleton,1,train
001156,G0648,singleton,1,train
001157,G0649,singleton,1,val
001164,G0650,singleton,1,train
001168,G0651,singleton,1,train
001172,G0652,singleton,1,train
001173,G0653,singleton,1,val
001179,G0654,singleton,1,train
001189,G0655,singleton,1,train
001199,G0656,singleton,1,train
001202,G0657,numeric_visual_sequence,3,val
001206,G0657,numeric_visual_sequence,3,val
001210,G0657,numeric_visual_sequence,3,val
001211,G0658,singleton,1,val
001216,G0659,singleton,1,train
001224,G0660,numeric_visual_sequence,4,train
001225,G0660,numeric_visual_sequence,4,train
001227,G0660,numeric_visual_sequence,4,train
001229,G0660,numeric_visual_sequence,4,train
001240,G0661,singleton,1,train
001249,G0662,singleton,1,train
001252,G0663,numeric_visual_sequence,3,val
001257,G0663,numeric_visual_sequence,3,val
001260,G0663,numeric_visual_sequence,3,val
001265,G0664,numeric_visual_sequence,3,val
001270,G0664,numeric_visual_sequence,3,val
001273,G0664,numeric_visual_sequence,3,val
001275,G0665,numeric_visual_sequence,3,train
001276,G0665,numeric_visual_sequence,3,train
001278,G0665,numeric_visual_sequence,3,train
001279,G0666,singleton,1,train
001281,G0667,singleton,1,train
001291,G0668,singleton,1,train
001294,G0669,singleton,1,train
001295,G0670,singleton,1,val
001300,G0671,singleton,1,train
001305,G0672,singleton,1,train
001306,G0673,singleton,1,val
001313,G0674,singleton,1,val
001318,G0675,singleton,1,train
001324,G0676,singleton,1,train
001326,G0677,singleton,1,train
001329,G0678,singleton,1,train
001330,G0679,singleton,1,train
001332,G0680,singleton,1,val
001335,G0681,singleton,1,train
001340,G0682,singleton,1,train
001341,G0683,singleton,1,train
001345,G0684,singleton,1,train
001346,G0685,singleton,1,val
001351,G0686,singleton,1,train
001353,G0687,singleton,1,train
001356,G0688,singleton,1,train
001359,G0689,singleton,1,val
001362,G0690,singleton,1,train
001364,G0691,singleton,1,train
001367,G0692,singleton,1,train
001368,G0693,singleton,1,train
001372,G0694,singleton,1,train
001373,G0695,singleton,1,train
001379,G0696,singleton,1,val
001387,G0697,singleton,1,train
001388,G0698,singleton,1,train
001395,G0699,singleton,1,train
001400,G0700,singleton,1,val
001401,G0701,singleton,1,train
001407,G0702,singleton,1,train
001409,G0703,singleton,1,train
001411,G0704,singleton,1,train
001415,G0705,singleton,1,val
001417,G0706,singleton,1,train
001419,G0707,singleton,1,train
001431,G0708,singleton,1,train
001438,G0709,singleton,1,train
001443,G0710,singleton,1,train
001453,G0711,numeric_visual_sequence,3,train
001458,G0711,numeric_visual_sequence,3,train
001459,G0711,numeric_visual_sequence,3,train
001461,G0712,numeric_visual_sequence,3,train
001466,G0712,numeric_visual_sequence,3,train
001470,G0712,numeric_visual_sequence,3,train
001486,G0713,numeric_visual_sequence,2,train
001488,G0713,numeric_visual_sequence,2,train
001496,G0714,singleton,1,val
001499,G0715,singleton,1,train
001507,G0716,singleton,1,val
001508,G0717,singleton,1,train
001510,G0718,singleton,1,train
001512,G0719,singleton,1,train
001521,G0720,singleton,1,train
001529,G0721,singleton,1,train
001531,G0722,singleton,1,train
001542,G0723,singleton,1,val
001543,G0724,singleton,1,train
001548,G0725,singleton,1,val
001555,G0726,singleton,1,train
001558,G0727,singleton,1,train
001567,G0728,singleton,1,train
001569,G0729,singleton,1,train
001577,G0730,singleton,1,train
001578,G0731,singleton,1,val
001582,G0732,singleton,1,train
001589,G0733,singleton,1,train
001593,G0734,singleton,1,train
001602,G0735,singleton,1,train
001604,G0736,singleton,1,train
001610,G0737,singleton,1,val
001612,G0738,singleton,1,train
001613,G0739,singleton,1,train
001616,G0740,singleton,1,train
001621,G0741,singleton,1,train
001623,G0742,singleton,1,train
001624,G0743,singleton,1,val
001628,G0744,singleton,1,train
001629,G0745,singleton,1,train
001631,G0746,numeric_visual_sequence,2,train
001632,G0746,numeric_visual_sequence,2,train
001634,G0747,singleton,1,train
001640,G0748,singleton,1,train
001642,G0749,numeric_visual_sequence,2,train
001643,G0749,numeric_visual_sequence,2,train
001651,G0750,numeric_visual_sequence,2,val
001655,G0750,numeric_visual_sequence,2,val
001667,G0751,singleton,1,train
001674,G0752,singleton,1,train
001677,G0753,numeric_visual_sequence,2,train
001678,G0753,numeric_visual_sequence,2,train
001683,G0754,numeric_visual_sequence,2,val
001685,G0754,numeric_visual_sequence,2,val
001686,G0755,singleton,1,train
001694,G0756,singleton,1,val
001701,G0757,numeric_visual_sequence,6,train
001702,G0757,numeric_visual_sequence,6,train
001704,G0757,numeric_visual_sequence,6,train
001705,G0757,numeric_visual_sequence,6,train
001707,G0757,numeric_visual_sequence,6,train
001710,G0757,numeric_visual_sequence,6,train
001712,G0758,numeric_visual_sequence,4,train
001715,G0758,numeric_visual_sequence,4,train
001716,G0758,numeric_visual_sequence,4,train
001720,G0758,numeric_visual_sequence,4,train
001721,G0759,numeric_visual_sequence,4,train
001724,G0759,numeric_visual_sequence,4,train
001726,G0759,numeric_visual_sequence,4,train
001728,G0759,numeric_visual_sequence,4,train
001737,G0760,singleton,1,train
001742,G0761,singleton,1,val
001743,G0762,singleton,1,train
001748,G0763,numeric_visual_sequence,2,train
001753,G0763,numeric_visual_sequence,2,train
001759,G0764,singleton,1,train
001763,G0765,numeric_visual_sequence,3,val
001764,G0765,numeric_visual_sequence,3,val
001767,G0765,numeric_visual_sequence,3,val
001774,G0766,numeric_visual_sequence,2,train
001775,G0766,numeric_visual_sequence,2,train
001782,G0767,singleton,1,train
001783,G0768,singleton,1,train
001785,G0769,singleton,1,train
001786,G0770,singleton,1,train
001789,G0771,singleton,1,train
001795,G0772,singleton,1,train
001798,G0773,singleton,1,train
001800,G0774,singleton,1,train
001803,G0775,singleton,1,train
001813,G0776,singleton,1,train
001827,G0777,singleton,1,train
001829,G0778,singleton,1,train
001833,G0779,singleton,1,train
001835,G0780,singleton,1,val
001841,G0781,singleton,1,train
001851,G0782,singleton,1,train
001854,G0783,numeric_visual_sequence,3,train
001857,G0783,numeric_visual_sequence,3,train
001859,G0783,numeric_visual_sequence,3,train
001862,G0784,singleton,1,train
001865,G0785,singleton,1,train
001873,G0786,singleton,1,train
001879,G0787,singleton,1,train
001881,G0788,singleton,1,train
001884,G0789,singleton,1,train
001886,G0790,singleton,1,val
001891,G0791,singleton,1,train
001892,G0792,singleton,1,train
001897,G0793,singleton,1,val
001898,G0794,singleton,1,val
001902,G0795,singleton,1,train
001910,G0796,singleton,1,train
001918,G0797,singleton,1,train
001924,G0798,singleton,1,val
001927,G0799,singleton,1,train
001930,G0800,singleton,1,train
001946,G0801,singleton,1,train
001960,G0802,numeric_visual_sequence,2,train
001965,G0802,numeric_visual_sequence,2,train
001967,G0803,numeric_visual_sequence,2,val
001970,G0803,numeric_visual_sequence,2,val
001971,G0804,singleton,1,train
001979,G0805,numeric_visual_sequence,5,train
001981,G0805,numeric_visual_sequence,5,train
001986,G0805,numeric_visual_sequence,5,train
001987,G0805,numeric_visual_sequence,5,train
001989,G0805,numeric_visual_sequence,5,train
001997,G0806,singleton,1,train
002005,G0807,numeric_visual_sequence,2,train
002006,G0807,numeric_visual_sequence,2,train
002013,G0808,numeric_visual_sequence,3,train
002014,G0808,numeric_visual_sequence,3,train
002016,G0808,numeric_visual_sequence,3,train
002022,G0809,singleton,1,train
002029,G0810,singleton,1,train
002035,G0811,numeric_visual_sequence,2,train
002037,G0811,numeric_visual_sequence,2,train
002041,G0812,singleton,1,train
002048,G0813,singleton,1,train
002060,G0814,singleton,1,train
002065,G0815,numeric_visual_sequence,2,train
002068,G0815,numeric_visual_sequence,2,train
002078,G0816,singleton,1,train
002079,G0817,numeric_visual_sequence,3,val
002084,G0817,numeric_visual_sequence,3,val
002087,G0817,numeric_visual_sequence,3,val
002097,G0818,singleton,1,val
002102,G0819,singleton,1,train
002110,G0820,singleton,1,train
002120,G0821,singleton,1,train
002123,G0822,singleton,1,train
002132,G0823,singleton,1,val
002134,G0824,singleton,1,train
002142,G0825,singleton,1,train
002143,G0826,singleton,1,train
002145,G0827,singleton,1,train
002154,G0828,singleton,1,train
002156,G0829,singleton,1,val
002158,G0830,singleton,1,train
002159,G0831,singleton,1,train
002161,G0832,singleton,1,train
002164,G0833,singleton,1,train
002167,G0834,singleton,1,val
002174,G0835,numeric_visual_sequence,2,train
002175,G0835,numeric_visual_sequence,2,train
002185,G0836,singleton,1,val
002189,G0837,singleton,1,train
002194,G0838,singleton,1,train
002196,G0839,singleton,1,train
002202,G0840,singleton,1,train
002207,G0841,singleton,1,train
002224,G0842,singleton,1,val
002227,G0843,singleton,1,train
002230,G0844,singleton,1,train
002232,G0845,singleton,1,train
002235,G0846,singleton,1,train
002243,G0847,singleton,1,train
002251,G0848,singleton,1,train
002252,G0849,singleton,1,train
002259,G0850,singleton,1,train
002260,G0851,singleton,1,train
002265,G0852,singleton,1,train
002267,G0853,singleton,1,train
002271,G0854,singleton,1,train
002275,G0855,singleton,1,train
002276,G0856,singleton,1,train
002278,G0857,singleton,1,val
002281,G0858,singleton,1,train
002286,G0859,singleton,1,train
002292,G0860,singleton,1,train
002296,G0861,singleton,1,train
002298,G0862,singleton,1,val
002305,G0863,singleton,1,train
002308,G0864,singleton,1,train
002315,G0865,singleton,1,train
002318,G0866,singleton,1,val
002326,G0867,numeric_visual_sequence,2,val
002327,G0867,numeric_visual_sequence,2,val
002331,G0868,singleton,1,train
002332,G0869,singleton,1,train
002334,G0870,singleton,1,train
002338,G0871,singleton,1,val
002340,G0872,singleton,1,train
002342,G0873,singleton,1,train
002343,G0874,singleton,1,val
002345,G0875,singleton,1,train
002346,G0876,singleton,1,train
002351,G0877,singleton,1,train
002357,G0878,singleton,1,train
002359,G0879,singleton,1,train
002372,G0880,singleton,1,train
002375,G0881,singleton,1,train
002378,G0882,singleton,1,val
002380,G0883,singleton,1,train
002381,G0884,singleton,1,train
002383,G0885,singleton,1,train
002386,G0886,singleton,1,train
002392,G0887,singleton,1,train
002395,G0888,singleton,1,train
002398,G0889,singleton,1,train
002400,G0890,singleton,1,train
002413,G0891,singleton,1,train
002422,G0892,singleton,1,train
002425,G0893,singleton,1,train
002427,G0894,singleton,1,train
002430,G0895,singleton,1,val
002432,G0896,singleton,1,train
002437,G0897,singleton,1,train
002440,G0898,singleton,1,train
002457,G0899,singleton,1,val
002460,G0900,singleton,1,train
002475,G0901,singleton,1,train
002479,G0902,singleton,1,train
002494,G0903,singleton,1,train
002496,G0904,singleton,1,train
002497,G0905,singleton,1,train
002500,G0906,singleton,1,train
002506,G0907,singleton,1,train
002508,G0908,singleton,1,train
002509,G0909,singleton,1,train
002514,G0910,singleton,1,train
002517,G0911,singleton,1,val
002520,G0912,singleton,1,train
002522,G0913,singleton,1,val
002535,G0914,singleton,1,train
002538,G0915,singleton,1,train
002542,G0916,singleton,1,val
002547,G0917,singleton,1,train
002556,G0918,singleton,1,train
002569,G0919,singleton,1,train
002576,G0920,singleton,1,train
002579,G0921,singleton,1,train
002584,G0922,singleton,1,train
002587,G0923,singleton,1,train
002588,G0924,singleton,1,train
002592,G0925,singleton,1,val
002593,G0926,singleton,1,train
002598,G0927,singleton,1,val
002600,G0928,singleton,1,train
002604,G0929,singleton,1,train
002607,G0930,singleton,1,train
002625,G0931,singleton,1,train
002627,G0932,singleton,1,train
002630,G0933,singleton,1,train
002633,G0934,singleton,1,train
002634,G0935,singleton,1,train
002642,G0936,singleton,1,train
002663,G0937,singleton,1,val
002668,G0938,singleton,1,train
002671,G0939,singleton,1,train
002676,G0940,singleton,1,val
002677,G0941,singleton,1,train
002687,G0942,singleton,1,train
002690,G0943,singleton,1,train
002692,G0944,singleton,1,train
002693,G0945,singleton,1,val
002704,G0946,singleton,1,train
002707,G0947,singleton,1,train
002709,G0948,singleton,1,val
002724,G0949,singleton,1,train
002725,G0950,singleton,1,val
002730,G0951,singleton,1,train
002741,G0952,singleton,1,train
002744,G0953,singleton,1,train
002750,G0954,singleton,1,train
002753,G0955,singleton,1,train
002756,G0956,singleton,1,train
002762,G0957,singleton,1,train
002770,G0958,singleton,1,train
002804,G0959,singleton,1,train
002807,G0960,singleton,1,train
002816,G0961,singleton,1,train
002818,G0962,singleton,1,train
002821,G0963,singleton,1,train
002839,G0964,singleton,1,train
002842,G0965,singleton,1,val
002844,G0966,singleton,1,train
002848,G0967,singleton,1,train
002872,G0968,singleton,1,val
002874,G0969,singleton,1,train
002876,G0970,singleton,1,train
002877,G0971,singleton,1,val
002883,G0972,singleton,1,train
002888,G0973,singleton,1,train
002897,G0974,singleton,1,train
002903,G0975,singleton,1,train
002906,G0976,singleton,1,train
002909,G0977,singleton,1,train
002910,G0978,singleton,1,train
002912,G0979,singleton,1,val
002914,G0980,singleton,1,train
002918,G0981,singleton,1,train
002923,G0982,singleton,1,train
002935,G0983,singleton,1,train
002940,G0984,singleton,1,train
002946,G0985,singleton,1,train
002953,G0986,singleton,1,train
002955,G0987,singleton,1,val
002962,G0988,singleton,1,val
002965,G0989,singleton,1,train
002970,G0990,singleton,1,train
002972,G0991,singleton,1,train
002976,G0992,singleton,1,train
002984,G0993,singleton,1,train
002987,G0994,singleton,1,train
002992,G0995,singleton,1,train
002996,G0996,singleton,1,train
002998,G0997,singleton,1,train
003004,G0998,singleton,1,train
003007,G0999,singleton,1,train
003009,G1000,singleton,1,train
003013,G1001,singleton,1,train
003017,G1002,singleton,1,train
003019,G1003,singleton,1,val
003022,G1004,singleton,1,train
003026,G1005,singleton,1,train
003034,G1006,singleton,1,train
003040,G1007,singleton,1,val
003044,G1008,singleton,1,train
003047,G1009,singleton,1,train
003052,G1010,singleton,1,train
003056,G1011,singleton,1,val
003058,G1012,singleton,1,train
003075,G1013,singleton,1,val
003078,G1014,singleton,1,train
003080,G1015,singleton,1,train
003082,G1016,singleton,1,train
003085,G1017,singleton,1,train
003087,G1018,singleton,1,train
003090,G1019,singleton,1,val
003093,G1020,singleton,1,train
003096,G1021,singleton,1,val
003098,G1022,singleton,1,train
003102,G1023,singleton,1,train
003105,G1024,singleton,1,train
003107,G1025,singleton,1,train
003109,G1026,singleton,1,train
003124,G1027,singleton,1,val
003125,G1028,singleton,1,train
003127,G1029,singleton,1,train
003133,G1030,singleton,1,val
003134,G1031,singleton,1,train
003138,G1032,singleton,1,val
003139,G1033,singleton,1,train
003148,G1034,singleton,1,train
003152,G1035,singleton,1,train
003154,G1036,singleton,1,train
003157,G1037,singleton,1,train
003159,G1038,singleton,1,val
003160,G1039,singleton,1,train
003162,G1040,singleton,1,val
003165,G1041,singleton,1,train
003168,G1042,singleton,1,train
003170,G1043,singleton,1,train
003179,G1044,singleton,1,train
003186,G1045,singleton,1,train
003192,G1046,singleton,1,val
003193,G1047,singleton,1,train
003197,G1048,numeric_visual_sequence,2,train
003198,G1048,numeric_visual_sequence,2,train
003200,G1049,singleton,1,val
003218,G1050,numeric_visual_sequence,2,train
003219,G1050,numeric_visual_sequence,2,train
003225,G1051,singleton,1,train
003227,G1052,singleton,1,train
003234,G1053,singleton,1,train
003237,G1054,singleton,1,train
003240,G1055,singleton,1,train
003244,G1056,singleton,1,train
003246,G1057,singleton,1,train
003257,G1058,singleton,1,val
003262,G1059,singleton,1,train
003265,G1060,singleton,1,val
003269,G1061,singleton,1,train
003273,G1062,singleton,1,train
003279,G1063,singleton,1,train
003282,G1064,singleton,1,train
003288,G1065,singleton,1,train
003298,G1066,singleton,1,train
003299,G1067,singleton,1,val
003301,G1068,singleton,1,train
003304,G1069,singleton,1,train
003309,G1070,singleton,1,train
003312,G1071,numeric_visual_sequence,3,train
003314,G1071,numeric_visual_sequence,3,train
003315,G1071,numeric_visual_sequence,3,train
003317,G1072,singleton,1,train
003338,G1073,singleton,1,train
003340,G1074,singleton,1,train
003342,G1075,singleton,1,train
003343,G1076,singleton,1,train
003346,G1077,singleton,1,train
003348,G1078,singleton,1,val
003349,G1079,singleton,1,val
003353,G1080,singleton,1,train
003357,G1081,singleton,1,val
003363,G1082,singleton,1,train
003368,G1083,singleton,1,train
003375,G1084,singleton,1,train
003380,G1085,singleton,1,train
003386,G1086,singleton,1,train
003389,G1087,singleton,1,train
003393,G1088,singleton,1,val
003405,G1089,singleton,1,train
003408,G1090,singleton,1,train
003409,G1091,singleton,1,train
003411,G1092,singleton,1,val
003419,G1093,singleton,1,train
003421,G1094,singleton,1,val
003422,G1095,singleton,1,train
003425,G1096,singleton,1,train
003430,G1097,singleton,1,train
003443,G1098,singleton,1,train
003444,G1099,singleton,1,train
003448,G1100,singleton,1,train
003451,G1101,singleton,1,train
003452,G1102,singleton,1,train
003455,G1103,singleton,1,val
003457,G1104,singleton,1,train
003460,G1105,singleton,1,train
003466,G1106,singleton,1,train
003468,G1107,singleton,1,train
003469,G1108,singleton,1,train
003472,G1109,singleton,1,train
003475,G1110,singleton,1,train
003477,G1111,singleton,1,train
003480,G1112,singleton,1,train
003485,G1113,singleton,1,train
003487,G1114,singleton,1,val
003489,G1115,singleton,1,val
003490,G1116,singleton,1,train
003515,G1117,singleton,1,val
003517,G1118,singleton,1,train
003519,G1119,singleton,1,train
003524,G1120,singleton,1,train
003526,G1121,singleton,1,val
003529,G1122,singleton,1,train
003532,G1123,singleton,1,train
003535,G1124,singleton,1,train
003537,G1125,singleton,1,train
003541,G1126,singleton,1,train
003543,G1127,singleton,1,val
003546,G1128,singleton,1,val
003557,G1129,singleton,1,train
003566,G1130,singleton,1,train
003570,G1131,singleton,1,train
003574,G1132,singleton,1,train
003588,G1133,singleton,1,train
003592,G1134,singleton,1,train
003594,G1135,singleton,1,train
003595,G1136,singleton,1,val
003597,G1137,singleton,1,train
003603,G1138,singleton,1,val
003606,G1139,singleton,1,train
003608,G1140,singleton,1,train
003609,G1141,singleton,1,train
003613,G1142,singleton,1,train
003620,G1143,singleton,1,train
003626,G1144,singleton,1,train
003637,G1145,singleton,1,train
003639,G1146,singleton,1,train
003642,G1147,singleton,1,train
003645,G1148,singleton,1,val
003647,G1149,singleton,1,train
003648,G1150,singleton,1,val
003653,G1151,singleton,1,train
003656,G1152,singleton,1,train
003659,G1153,singleton,1,train
003661,G1154,singleton,1,train
003663,G1155,singleton,1,train
003667,G1156,singleton,1,train
003675,G1157,singleton,1,train
003678,G1158,singleton,1,train
003679,G1159,singleton,1,val
003692,G1160,singleton,1,train
003696,G1161,singleton,1,train
003703,G1162,singleton,1,train
003706,G1163,singleton,1,train
003709,G1164,singleton,1,val
003714,G1165,singleton,1,train
003722,G1166,singleton,1,train
003723,G1167,singleton,1,train
003725,G1168,singleton,1,val
003730,G1169,singleton,1,train
003731,G1170,singleton,1,train
003733,G1171,singleton,1,train
003739,G1172,singleton,1,val
003741,G1173,singleton,1,train
003744,G1174,singleton,1,val
003747,G1175,singleton,1,train
003749,G1176,singleton,1,train
003752,G1177,singleton,1,train
003757,G1178,singleton,1,train
003762,G1179,singleton,1,train
003764,G1180,singleton,1,train
003766,G1181,singleton,1,val
003767,G1182,singleton,1,train
003769,G1183,singleton,1,train
003770,G1184,singleton,1,train
003782,G1185,singleton,1,val
003783,G1186,singleton,1,train
003788,G1187,singleton,1,train
003790,G1188,singleton,1,train
003794,G1189,singleton,1,val
003805,G1190,singleton,1,train
003813,G1191,singleton,1,val
003815,G1192,singleton,1,train
003817,G1193,singleton,1,train
003820,G1194,singleton,1,train
003824,G1195,singleton,1,train
003827,G1196,singleton,1,train
003830,G1197,singleton,1,train
003836,G1198,singleton,1,train
003838,G1199,singleton,1,train
