"index","stem","object_count","preview","review_status","error_type","line_numbers","reviewer_notes"
"440","000014_023_suppl_00000346","4","images\0440_000014_023_suppl_00000346.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"441","000014_024_00000071","1","images\0441_000014_024_00000071.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"442","000014_025_00000184","4","images\0442_000014_025_00000184.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"443","000014_025_suppl_00000308","4","images\0443_000014_025_suppl_00000308.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"444","000014_026_00000064","5","images\0444_000014_026_00000064.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"445","000014_026_00000127","9","images\0445_000014_026_00000127.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"446","000014_026_00000190","7","images\0446_000014_026_00000190.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"447","000014_026_suppl_00000160","7","images\0447_000014_026_suppl_00000160.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"448","000014_032_00000068","1","images\0448_000014_032_00000068.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"449","000014_035_00000199","3","images\0449_000014_035_00000199.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"450","000014_037_00000271","7","images\0450_000014_037_00000271.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"451","000014_037_suppl_00000451","4","images\0451_000014_037_suppl_00000451.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"452","000014_045_suppl_00000390","8","images\0452_000014_045_suppl_00000390.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"453","000014_047_00000139","8","images\0453_000014_047_00000139.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"454","000014_047_00000208","5","images\0454_000014_047_00000208.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"455","000014_047_suppl_00000349","3","images\0455_000014_047_suppl_00000349.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"456","000014_049_suppl_00000180","3","images\0456_000014_049_suppl_00000180.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"457","000014_050_00000001","10","images\0457_000014_050_00000001.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"458","000014_050_00000137","3","images\0458_000014_050_00000137.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"459","000014_050_00000273","6","images\0459_000014_050_00000273.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"460","000014_050_suppl_00000172","3","images\0460_000014_050_suppl_00000172.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"461","000014_051_suppl_00000171","5","images\0461_000014_051_suppl_00000171.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"462","000014_051_suppl_00000341","4","images\0462_000014_051_suppl_00000341.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"463","000014_052_00000001","4","images\0463_000014_052_00000001.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"464","000014_052_00000131","4","images\0464_000014_052_00000131.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"465","000014_052_00000196","4","images\0465_000014_052_00000196.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"466","000014_052_00000261","4","images\0466_000014_052_00000261.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"467","000014_052_suppl_00000164","5","images\0467_000014_052_suppl_00000164.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"468","000014_053_suppl_00000165","12","images\0468_000014_053_suppl_00000165.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"469","000014_060_00000001","5","images\0469_000014_060_00000001.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"470","000014_060_00000205","4","images\0470_000014_060_00000205.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"471","000014_062_00000001","7","images\0471_000014_062_00000001.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"472","000014_062_suppl_00000174","5","images\0472_000014_062_suppl_00000174.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"473","000014_064_00000001","2","images\0473_000014_064_00000001.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"474","000014_064_00000135","2","images\0474_000014_064_00000135.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"475","000014_069_suppl_00000350","1","images\0475_000014_069_suppl_00000350.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"476","000015_004_00000090","3","images\0476_000015_004_00000090.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"477","000015_004_00000179","4","images\0477_000015_004_00000179.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"478","000015_004_00000268","3","images\0478_000015_004_00000268.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"479","000015_004_suppl_00000223","3","images\0479_000015_004_suppl_00000223.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"480","000015_008_00000001","2","images\0480_000015_008_00000001.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"481","000015_009_00000001","3","images\0481_000015_009_00000001.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"482","000016","7","images\0482_000016.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"483","000016_001_00000001","1","images\0483_000016_001_00000001.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"484","000016_001_00000068","1","images\0484_000016_001_00000068.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"485","000016_001_00000202","1","images\0485_000016_001_00000202.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"486","000016_001_00000269","1","images\0486_000016_001_00000269.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"487","000016_003_suppl_00000166","1","images\0487_000016_003_suppl_00000166.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"488","000016_006_00000001","4","images\0488_000016_006_00000001.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"489","000016_006_00000253","4","images\0489_000016_006_00000253.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"490","000016_008_00000133","4","images\0490_000016_008_00000133.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"491","000016_008_00000265","4","images\0491_000016_008_00000265.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"492","000016_008_suppl_00000331","4","images\0492_000016_008_suppl_00000331.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"493","000016_009_00000001","2","images\0493_000016_009_00000001.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"494","000016_015_00000129","2","images\0494_000016_015_00000129.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"495","000016_016_00000065","2","images\0495_000016_016_00000065.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"496","000016_016_00000129","2","images\0496_000016_016_00000129.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"497","000016_016_00000257","1","images\0497_000016_016_00000257.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"498","000016_016_suppl_00000324","1","images\0498_000016_016_suppl_00000324.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"499","000016_021_00000001","6","images\0499_000016_021_00000001.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"500","000016_021_00000125","4","images\0500_000016_021_00000125.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"501","000016_021_00000249","4","images\0501_000016_021_00000249.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"502","000016_021_suppl_00000156","5","images\0502_000016_021_suppl_00000156.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"503","000016_021_suppl_00000310","4","images\0503_000016_021_suppl_00000310.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"504","000016_023_00000001","4","images\0504_000016_023_00000001.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"505","000016_023_00000143","6","images\0505_000016_023_00000143.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"506","000016_024_suppl_00000180","6","images\0506_000016_024_suppl_00000180.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"507","000016_027_00000001","27","images\0507_000016_027_00000001.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"508","000016_027_00000281","26","images\0508_000016_027_00000281.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"509","000016_028_00000257","3","images\0509_000016_028_00000257.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"510","000016_030_00000069","4","images\0510_000016_030_00000069.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"511","000016_033_00000208","1","images\0511_000016_033_00000208.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"512","000016_034_00000067","7","images\0512_000016_034_00000067.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"513","000016_034_00000199","8","images\0513_000016_034_00000199.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"514","000016_034_00000265","9","images\0514_000016_034_00000265.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"515","000016_034_suppl_00000330","8","images\0515_000016_034_suppl_00000330.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"516","000016_036_suppl_00000363","1","images\0516_000016_036_suppl_00000363.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"517","000016_039_00000190","3","images\0517_000016_039_00000190.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"518","000016_039_suppl_00000160","3","images\0518_000016_039_suppl_00000160.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"519","000016_042_00000261","3","images\0519_000016_042_00000261.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"520","000016_042_suppl_00000164","3","images\0520_000016_042_suppl_00000164.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"521","000016_043_00000117","13","images\0521_000016_043_00000117.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"522","000016_043_suppl_00000147","17","images\0522_000016_043_suppl_00000147.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"523","000016_043_suppl_00000292","24","images\0523_000016_043_suppl_00000292.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"524","000016_044_00000085","11","images\0524_000016_044_00000085.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"525","000016_044_00000127","10","images\0525_000016_044_00000127.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"526","000016_044_00000169","19","images\0526_000016_044_00000169.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"527","000017_010_00000143","3","images\0527_000017_010_00000143.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"528","000017_011_00000297","14","images\0528_000017_011_00000297.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"529","000017_012_00000135","3","images\0529_000017_012_00000135.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"530","000017_012_00000202","3","images\0530_000017_012_00000202.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"531","000017_012_suppl_00000335","3","images\0531_000017_012_suppl_00000335.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"532","000017_015_00000001","11","images\0532_000017_015_00000001.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"533","000017_015_suppl_00000162","6","images\0533_000017_015_suppl_00000162.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"534","000017_018_suppl_00000233","4","images\0534_000017_018_suppl_00000233.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"535","000017_020_00000001","3","images\0535_000017_020_00000001.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"536","000017_020_00000214","3","images\0536_000017_020_00000214.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"537","000017_020_suppl_00000179","3","images\0537_000017_020_suppl_00000179.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"538","000017_020_suppl_00000356","4","images\0538_000017_020_suppl_00000356.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"539","000017_021_00000001","7","images\0539_000017_021_00000001.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"540","000017_021_00000265","18","images\0540_000017_021_00000265.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"541","000017_021_suppl_00000166","10","images\0541_000017_021_suppl_00000166.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"542","000017_021_suppl_00000331","18","images\0542_000017_021_suppl_00000331.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"543","000018_001_00000155","1","images\0543_000018_001_00000155.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"544","000018_001_00000232","3","images\0544_000018_001_00000232.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"545","000018_003_suppl_00000173","2","images\0545_000018_003_suppl_00000173.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"546","000018_004_00000155","3","images\0546_000018_004_00000155.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"547","000018_004_00000232","3","images\0547_000018_004_00000232.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"548","000018_006_00000063","5","images\0548_000018_006_00000063.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"549","000018_006_00000187","3","images\0549_000018_006_00000187.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"550","000018_007_00000001","2","images\0550_000018_007_00000001.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"551","000018_007_00000139","2","images\0551_000018_007_00000139.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"552","000018_007_00000208","2","images\0552_000018_007_00000208.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"553","000018_007_00000277","2","images\0553_000018_007_00000277.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"554","000018_008_00000001","4","images\0554_000018_008_00000001.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"555","000018_008_00000261","4","images\0555_000018_008_00000261.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"556","000019_003_00000139","2","images\0556_000019_003_00000139.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"557","000019_005_00000001","2","images\0557_000019_005_00000001.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"558","000019_005_00000066","2","images\0558_000019_005_00000066.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"559","000019_005_00000196","4","images\0559_000019_005_00000196.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"560","000019_009_00000141","2","images\0560_000019_009_00000141.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"561","000019_014_00000001","1","images\0561_000019_014_00000001.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"562","000019_015_00000001","2","images\0562_000019_015_00000001.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"563","000019_016_00000052","3","images\0563_000019_016_00000052.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"564","000019_016_00000154","6","images\0564_000019_016_00000154.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"565","000019_017_00000001","1","images\0565_000019_017_00000001.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"566","000019_018_00000001","2","images\0566_000019_018_00000001.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"567","000019_018_00000049","2","images\0567_000019_018_00000049.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"568","000019_018_00000145","2","images\0568_000019_018_00000145.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"569","000019_019_00000225","3","images\0569_000019_019_00000225.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"570","000019_027_00000141","1","images\0570_000019_027_00000141.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"571","000019_028_00000273","1","images\0571_000019_028_00000273.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"572","000019_029_00000205","1","images\0572_000019_029_00000205.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"573","000019_030_00000001","7","images\0573_000019_030_00000001.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"574","000019_030_00000072","6","images\0574_000019_030_00000072.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"575","000019_030_00000285","9","images\0575_000019_030_00000285.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"576","000019_038_00000205","11","images\0576_000019_038_00000205.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"577","000019_039_00000277","1","images\0577_000019_039_00000277.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"578","000019_040_00000208","2","images\0578_000019_040_00000208.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"579","000019_041_00000141","10","images\0579_000019_041_00000141.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"580","000019_044_00000001","5","images\0580_000019_044_00000001.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"581","000019_045_00000145","6","images\0581_000019_045_00000145.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"582","000020_002_00000123","11","images\0582_000020_002_00000123.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"583","000020_003_00000253","5","images\0583_000020_003_00000253.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"584","000020_010_00000001","12","images\0584_000020_010_00000001.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"585","000020_010_00000023","14","images\0585_000020_010_00000023.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"586","000020_010_00000045","8","images\0586_000020_010_00000045.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"587","000020_010_00000089","8","images\0587_000020_010_00000089.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"588","000020_011_00000076","6","images\0588_000020_011_00000076.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"589","000020_011_00000151","7","images\0589_000020_011_00000151.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"590","000020_014_00000001","6","images\0590_000020_014_00000001.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"591","000020_014_00000129","7","images\0591_000020_014_00000129.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"592","000020_014_00000193","7","images\0592_000020_014_00000193.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"593","000020_015_00000064","2","images\0593_000020_015_00000064.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"594","000020_015_00000127","2","images\0594_000020_015_00000127.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"595","000020_015_00000253","2","images\0595_000020_015_00000253.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"596","000020_018_00000093","5","images\0596_000020_018_00000093.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"597","000021_001_00000133","2","images\0597_000021_001_00000133.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"598","000021_001_00000199","6","images\0598_000021_001_00000199.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"599","000021_001_00000265","8","images\0599_000021_001_00000265.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"600","000021_003_00000001","7","images\0600_000021_003_00000001.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"601","000021_003_00000091","3","images\0601_000021_003_00000091.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"602","000021_004_00000065","7","images\0602_000021_004_00000065.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"603","000021_004_00000129","5","images\0603_000021_004_00000129.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"604","000021_004_00000193","5","images\0604_000021_004_00000193.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"605","000021_006_00000208","12","images\0605_000021_006_00000208.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"606","000021_007_00000137","12","images\0606_000021_007_00000137.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"607","000021_014_00000066","5","images\0607_000021_014_00000066.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"608","000021_014_00000131","7","images\0608_000021_014_00000131.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"609","000021_014_00000261","9","images\0609_000021_014_00000261.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"610","000021_015_00000001","6","images\0610_000021_015_00000001.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"611","000021_020_00000131","3","images\0611_000021_020_00000131.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"612","000021_021_00000028","10","images\0612_000021_021_00000028.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"613","000021_021_00000109","6","images\0613_000021_021_00000109.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"614","000021_024_00000085","4","images\0614_000021_024_00000085.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"615","000022_006_00000001","4","images\0615_000022_006_00000001.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"616","000022_008_00000001","4","images\0616_000022_008_00000001.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"617","000022_014_00000068","10","images\0617_000022_014_00000068.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"618","000022_014_00000269","8","images\0618_000022_014_00000269.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"619","000022_018_00000001","2","images\0619_000022_018_00000001.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"620","000023_001_00000001","3","images\0620_000023_001_00000001.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"621","000023_001_00000082","3","images\0621_000023_001_00000082.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"622","000023_001_00000325","3","images\0622_000023_001_00000325.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"623","000023_002_00000001","4","images\0623_000023_002_00000001.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"624","000023_002_00000072","3","images\0624_000023_002_00000072.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"625","000023_002_00000285","2","images\0625_000023_002_00000285.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"626","000023_003_00000341","4","images\0626_000023_003_00000341.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"627","000023_005_00000070","7","images\0627_000023_005_00000070.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"628","000023_005_00000139","5","images\0628_000023_005_00000139.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"629","000023_008_00000068","3","images\0629_000023_008_00000068.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"630","000023_008_00000202","5","images\0630_000023_008_00000202.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
"631","000023_008_00000269","4","images\0631_000023_008_00000269.jpg","PASS","","","全量肉眼审核完成，未发现需要修改的类别、框位置或漏标问题"
